row	col	state	som	hadid02
0	Serial_No	MISMATCH	١	١٤٩
0	Date	MATCH	٩٣٨	٩٣٨
0	Property_recorded_under_Block_No	MISMATCH	٤١٣٢	٩٤
0	Property_recorded_under_Parcel_No	MISMATCH	٢١	٣.
0	Parcel_Cat_No	MATCH	١٠	١٠
0	Parcel_Area	MISMATCH	٧٩٠٢	١٢
0	Nature_of_Entry	MISMATCH	ت	تح ✓
0	New_Serial_No	MISMATCH	٢٩	٤٩
0	Reference_to_Register_of_Changes_Volume_No	MISMATCH	ـ	-
0	Reference_to_Register_of_Changes_Serial_No	MISMATCH	ـ	-
0	Tax_LP	BOTH_EMPTY		
0	Tax_Mils	MISMATCH	٠٤٢	١٢
0	Total_Tax_LP	BOTH_EMPTY		
0	Total_Tax_Mils	BOTH_EMPTY		
0	Reference_to_Register_of_Exemptions_Entry_No	ONLY_som	ـ	
0	Reference_to_Register_of_Exemptions_Amount_LP	MISMATCH	ـ	..
0	Reference_to_Register_of_Exemptions_Amount_Mils	ONLY_hadid02		-
0	Net_Assessment_LP	BOTH_EMPTY		
0	Net_Assessment_Mils	MISMATCH	٥٢٢	١٢
0	Remarks	BOTH_EMPTY		
1	Serial_No	MATCH	٢	٢
1	Date	MATCH	""""	""""
1	Property_recorded_under_Block_No	ONLY_hadid02		""""
1	Property_recorded_under_Parcel_No	MISMATCH	٢٣	٣
1	Parcel_Cat_No	MATCH	١٠	١٠
1	Parcel_Area	MISMATCH	١,٧٤٦	.
1	Nature_of_Entry	MATCH	""""	""""
1	New_Serial_No	MATCH	٢٠	٢٠
1	Reference_to_Register_of_Changes_Volume_No	MISMATCH	ـ	-
1	Reference_to_Register_of_Changes_Serial_No	MISMATCH	ـ	-
1	Tax_LP	BOTH_EMPTY		
1	Tax_Mils	MISMATCH	١٩٣	١
1	Total_Tax_LP	BOTH_EMPTY		
1	Total_Tax_Mils	BOTH_EMPTY		
1	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
1	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
1	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
1	Net_Assessment_LP	BOTH_EMPTY		
1	Net_Assessment_Mils	BOTH_EMPTY		
1	Remarks	BOTH_EMPTY		
2	Serial_No	ONLY_som	٣	
2	Date	MATCH	""""	""""
2	Property_recorded_under_Block_No	MATCH	٤١٣٨	٤١٣٨
2	Property_recorded_under_Parcel_No	MISMATCH	٢٢	٠٣٢
2	Parcel_Cat_No	MATCH	١٤	١٤
2	Parcel_Area	MISMATCH	١,٢٦٦	✓
2	Nature_of_Entry	MISMATCH	""""	✓
2	New_Serial_No	MISMATCH	٢٢	١٢
2	Reference_to_Register_of_Changes_Volume_No	MISMATCH	ـ	-
2	Reference_to_Register_of_Changes_Serial_No	MISMATCH	✓	٤٠
2	Tax_LP	ONLY_hadid02		١
2	Tax_Mils	MISMATCH	ـ	..
2	Total_Tax_LP	BOTH_EMPTY		
2	Total_Tax_Mils	BOTH_EMPTY		
2	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
2	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
2	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
2	Net_Assessment_LP	BOTH_EMPTY		
2	Net_Assessment_Mils	BOTH_EMPTY		
2	Remarks	BOTH_EMPTY		
3	Serial_No	MISMATCH	٤	٢
3	Date	MISMATCH	""""	١٠
3	Property_recorded_under_Block_No	MISMATCH	""""	.٤.
3	Property_recorded_under_Parcel_No	BOTH_EMPTY		
3	Parcel_Cat_No	MISMATCH	١٦	✓
3	Parcel_Area	MISMATCH	١٩.١	٣,٨١
3	Nature_of_Entry	MATCH	✓	✓
3	New_Serial_No	ONLY_hadid02		✓
3	Reference_to_Register_of_Changes_Volume_No	MISMATCH	ـ	-
3	Reference_to_Register_of_Changes_Serial_No	MISMATCH	✓	٥
3	Tax_LP	ONLY_hadid02		✓
3	Tax_Mils	MISMATCH	ـ	..
3	Total_Tax_LP	BOTH_EMPTY		
3	Total_Tax_Mils	BOTH_EMPTY		
3	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
3	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
3	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
3	Net_Assessment_LP	BOTH_EMPTY		
3	Net_Assessment_Mils	BOTH_EMPTY		
3	Remarks	BOTH_EMPTY		
4	Serial_No	MISMATCH	٥	٢٩
4	Date	MATCH	""""	""""
4	Property_recorded_under_Block_No	MATCH	٤١٤١	٤١٤١
4	Property_recorded_under_Parcel_No	MATCH	١٩	١٩
4	Parcel_Cat_No	MATCH	١٣	١٣
4	Parcel_Area	MISMATCH	٢,٨١٨	٢٨
4	Nature_of_Entry	MISMATCH	""""	"""."
4	New_Serial_No	BOTH_EMPTY		
4	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
4	Reference_to_Register_of_Changes_Serial_No	MATCH	٠٢٤	٠٢٤
4	Tax_LP	ONLY_hadid02		✓
4	Tax_Mils	MATCH	٠٢٣	٠٢٣
4	Total_Tax_LP	BOTH_EMPTY		
4	Total_Tax_Mils	BOTH_EMPTY		
4	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
4	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
4	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
4	Net_Assessment_LP	BOTH_EMPTY		
4	Net_Assessment_Mils	BOTH_EMPTY		
4	Remarks	BOTH_EMPTY		
5	Serial_No	MISMATCH	٦	١
5	Date	BOTH_EMPTY		
5	Property_recorded_under_Block_No	BOTH_EMPTY		
5	Property_recorded_under_Parcel_No	ONLY_hadid02		..
5	Parcel_Cat_No	MISMATCH	١٦	✓
5	Parcel_Area	MISMATCH	٢,٨١٧	٢،٨١
5	Nature_of_Entry	ONLY_hadid02		✓
5	New_Serial_No	BOTH_EMPTY		
5	Reference_to_Register_of_Changes_Volume_No	MISMATCH	ـ	-
5	Reference_to_Register_of_Changes_Serial_No	MISMATCH	ـ	١
5	Tax_LP	ONLY_hadid02		.
5	Tax_Mils	MISMATCH	ـ	..
5	Total_Tax_LP	BOTH_EMPTY		
5	Total_Tax_Mils	BOTH_EMPTY		
5	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
5	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
5	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
5	Net_Assessment_LP	BOTH_EMPTY		
5	Net_Assessment_Mils	ONLY_hadid02		.
5	Remarks	BOTH_EMPTY		
6	Serial_No	MISMATCH	٧	✓
6	Date	MATCH	""""	""""
6	Property_recorded_under_Block_No	MISMATCH	٤١٤٤	٤١٤
6	Property_recorded_under_Parcel_No	MATCH	٢٣	٢٣
6	Parcel_Cat_No	MATCH	١٤	١٤
6	Parcel_Area	MISMATCH	٣,٧٤٤	٣،٤
6	Nature_of_Entry	MISMATCH	ت	"✓"""
6	New_Serial_No	MISMATCH	٢٣	٠٢٣
6	Reference_to_Register_of_Changes_Volume_No	MISMATCH	ـ	-
6	Reference_to_Register_of_Changes_Serial_No	MISMATCH	✓	٠٠
6	Tax_LP	ONLY_hadid02		-
6	Tax_Mils	MISMATCH	ـ	..
6	Total_Tax_LP	BOTH_EMPTY		
6	Total_Tax_Mils	BOTH_EMPTY		
6	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
6	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
6	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
6	Net_Assessment_LP	BOTH_EMPTY		
6	Net_Assessment_Mils	BOTH_EMPTY		
6	Remarks	BOTH_EMPTY		
7	Serial_No	MATCH	٨	٨
7	Date	MATCH	""""	""""
7	Property_recorded_under_Block_No	MATCH	٤١٤٨	٤١٤٨
7	Property_recorded_under_Parcel_No	MISMATCH	١٦	٤
7	Parcel_Cat_No	MATCH	١٣	١٣
7	Parcel_Area	MISMATCH	٠.٠٧	٠٠٧
7	Nature_of_Entry	MISMATCH	""""	"✓"""
7	New_Serial_No	BOTH_EMPTY		
7	Reference_to_Register_of_Changes_Volume_No	ONLY_som	ـ	
7	Reference_to_Register_of_Changes_Serial_No	MISMATCH	٠.٨	٠٠٨
7	Tax_LP	ONLY_hadid02		-
7	Tax_Mils	MISMATCH	ـ	-
7	Total_Tax_LP	BOTH_EMPTY		
7	Total_Tax_Mils	BOTH_EMPTY		
7	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
7	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
7	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
7	Net_Assessment_LP	BOTH_EMPTY		
7	Net_Assessment_Mils	BOTH_EMPTY		
7	Remarks	BOTH_EMPTY		
8	Serial_No	MISMATCH	٩	""""
8	Date	MATCH	""""	""""
8	Property_recorded_under_Block_No	MATCH	""""	""""
8	Property_recorded_under_Parcel_No	MATCH	١٧	١٧
8	Parcel_Cat_No	MATCH	٦	٦
8	Parcel_Area	MISMATCH	١,٢٦١	١,٦
8	Nature_of_Entry	MISMATCH	""""	"✓"""
8	New_Serial_No	BOTH_EMPTY		
8	Reference_to_Register_of_Changes_Volume_No	ONLY_som	ـ	
8	Reference_to_Register_of_Changes_Serial_No	MISMATCH	٠٧٠	٠
8	Tax_LP	ONLY_hadid02		✓.
8	Tax_Mils	MISMATCH	٠٤٤	٠٤
8	Total_Tax_LP	BOTH_EMPTY		
8	Total_Tax_Mils	ONLY_hadid02		..
8	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
8	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
8	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
8	Net_Assessment_LP	BOTH_EMPTY		
8	Net_Assessment_Mils	BOTH_EMPTY		
8	Remarks	BOTH_EMPTY		
9	Serial_No	MISMATCH	١٠	٩يةحرب
9	Date	MATCH	""""	""""
9	Property_recorded_under_Block_No	ONLY_hadid02		✓
9	Property_recorded_under_Parcel_No	MISMATCH	٢٠	٤
9	Parcel_Cat_No	MISMATCH	٩	٥٩
9	Parcel_Area	MISMATCH	١,٧٥٧	١,١٧
9	Nature_of_Entry	MISMATCH	""""	٤
9	New_Serial_No	ONLY_hadid02		✓
9	Reference_to_Register_of_Changes_Volume_No	MISMATCH	ـ	..
