row	col	state	som	hadid02
0	Serial_No	ONLY_hadid02		٩
0	Date	BOTH_EMPTY		
0	Property_recorded_under_Block_No	BOTH_EMPTY		
0	Property_recorded_under_Parcel_No	BOTH_EMPTY		
0	Parcel_Cat_No	BOTH_EMPTY		
0	Parcel_Area	BOTH_EMPTY		
0	Nature_of_Entry	ONLY_hadid02		-
0	New_Serial_No	BOTH_EMPTY		
0	Reference_to_Register_of_Changes_Volume_No	MISMATCH	٢٢٢٢	٢
0	Reference_to_Register_of_Changes_Serial_No	MISMATCH	✓	٢٢
0	Tax_LP	ONLY_hadid02		✓ ٥
0	Tax_Mils	MISMATCH	٥٤٣٨	٤٦٨
0	Total_Tax_LP	MISMATCH	٥	✓
0	Total_Tax_Mils	MISMATCH	٢٨٥	""""
0	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
0	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
0	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
0	Net_Assessment_LP	BOTH_EMPTY		
0	Net_Assessment_Mils	BOTH_EMPTY		
0	Remarks	BOTH_EMPTY		
1	Serial_No	MISMATCH	٣٤	ا,ي٩
1	Date	MISMATCH	٩٢٨	٩٣٨
1	Property_recorded_under_Block_No	MISMATCH	٤١٤١	٤١٤١٤
1	Property_recorded_under_Parcel_No	MATCH	٢٢	٢٢
1	Parcel_Cat_No	MISMATCH	١٢	١٣
1	Parcel_Area	MATCH	٨,٨٧٤	٨،٨٧٤
1	Nature_of_Entry	MISMATCH	في	٤
1	New_Serial_No	BOTH_EMPTY		
1	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	-
1	Reference_to_Register_of_Changes_Serial_No	MISMATCH	٧٢	٤
1	Tax_LP	ONLY_som	✓	
1	Tax_Mils	MISMATCH	٠٧١	""""
1	Total_Tax_LP	BOTH_EMPTY		
1	Total_Tax_Mils	BOTH_EMPTY		
1	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
1	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
1	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
1	Net_Assessment_LP	BOTH_EMPTY		
1	Net_Assessment_Mils	BOTH_EMPTY		
1	Remarks	BOTH_EMPTY		
2	Serial_No	MISMATCH	٣٥	"""٥"
2	Date	MATCH	""""	""""
2	Property_recorded_under_Block_No	BOTH_EMPTY		
2	Property_recorded_under_Parcel_No	BOTH_EMPTY		
2	Parcel_Cat_No	MATCH	١٦	١٦
2	Parcel_Area	MISMATCH	٨٨٧٢	٨.٨٧٣
2	Nature_of_Entry	MISMATCH	""""	"✓"""
2	New_Serial_No	BOTH_EMPTY		
2	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	-
2	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
2	Tax_LP	MISMATCH	""""	-
2	Tax_Mils	MISMATCH	"-"""	-
2	Total_Tax_LP	BOTH_EMPTY		
2	Total_Tax_Mils	BOTH_EMPTY		
2	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
2	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
2	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
2	Net_Assessment_LP	BOTH_EMPTY		
2	Net_Assessment_Mils	BOTH_EMPTY		
2	Remarks	BOTH_EMPTY		
3	Serial_No	MISMATCH	٣٦	١
3	Date	MATCH	""""	""""
3	Property_recorded_under_Block_No	MATCH	٤١٤٤	٤١٤٤
3	Property_recorded_under_Parcel_No	MISMATCH	١٢	١٣
3	Parcel_Cat_No	MATCH	١٦	١٦
3	Parcel_Area	MISMATCH	٣,٧٧٤	٣
3	Nature_of_Entry	MISMATCH	4	""""
3	New_Serial_No	BOTH_EMPTY		
3	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
3	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
3	Tax_LP	MISMATCH	""""	-
3	Tax_Mils	MISMATCH	"-"""	..
3	Total_Tax_LP	BOTH_EMPTY		
3	Total_Tax_Mils	BOTH_EMPTY		
3	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
3	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
3	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
3	Net_Assessment_LP	BOTH_EMPTY		
3	Net_Assessment_Mils	BOTH_EMPTY		
3	Remarks	BOTH_EMPTY		
4	Serial_No	MISMATCH	٣٧	✓٧
4	Date	MATCH	""""	""""
4	Property_recorded_under_Block_No	MATCH	""""	""""
4	Property_recorded_under_Parcel_No	MATCH	٢٢	٢٢
4	Parcel_Cat_No	MATCH	١٤	١٤
4	Parcel_Area	MISMATCH	٩,٥٦٢	١
4	Nature_of_Entry	MATCH	""""	""""
4	New_Serial_No	MISMATCH	١٠٢	١٠
4	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
4	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
4	Tax_LP	MISMATCH	""""	-
4	Tax_Mils	MISMATCH	"-"""	..
4	Total_Tax_LP	BOTH_EMPTY		
4	Total_Tax_Mils	BOTH_EMPTY		
4	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
4	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
4	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
4	Net_Assessment_LP	BOTH_EMPTY		
4	Net_Assessment_Mils	BOTH_EMPTY		
4	Remarks	BOTH_EMPTY		
5	Serial_No	MISMATCH	٣٨	.٧
5	Date	MATCH	""""	""""
5	Property_recorded_under_Block_No	MISMATCH	""""	٤
5	Property_recorded_under_Parcel_No	MATCH	٥٤	٥٤
5	Parcel_Cat_No	MATCH	١٤	١٤
5	Parcel_Area	MISMATCH	١٤,١٨٤	١١٨٤
5	Nature_of_Entry	MATCH	""""	""""
5	New_Serial_No	MISMATCH	١٠٤	١٠
5	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
5	Reference_to_Register_of_Changes_Serial_No	ONLY_hadid02		..
5	Tax_LP	MISMATCH	""""	-
5	Tax_Mils	MISMATCH	"-"""	-
5	Total_Tax_LP	BOTH_EMPTY		
5	Total_Tax_Mils	BOTH_EMPTY		
5	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
5	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
5	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
5	Net_Assessment_LP	BOTH_EMPTY		
5	Net_Assessment_Mils	BOTH_EMPTY		
5	Remarks	BOTH_EMPTY		
6	Serial_No	MISMATCH	٣٩	٧
6	Date	MATCH	""""	""""
6	Property_recorded_under_Block_No	MATCH	٤١٤٥	٤١٤٥
6	Property_recorded_under_Parcel_No	MATCH	٢٥	٢٥
6	Parcel_Cat_No	MATCH	١٢	١٢
6	Parcel_Area	MISMATCH	٨,٩٢٩	١
6	Nature_of_Entry	MISMATCH	في	""""
6	New_Serial_No	BOTH_EMPTY		
6	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	-
6	Reference_to_Register_of_Changes_Serial_No	MISMATCH	١٠٨	١٠٧
6	Tax_LP	MISMATCH	✓	✓ -
6	Tax_Mils	MATCH	١٠٧	١٠٧
6	Total_Tax_LP	BOTH_EMPTY		
6	Total_Tax_Mils	BOTH_EMPTY		
6	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
6	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
6	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
6	Net_Assessment_LP	BOTH_EMPTY		
6	Net_Assessment_Mils	BOTH_EMPTY		
6	Remarks	BOTH_EMPTY		
7	Serial_No	MATCH	٤٠	٤٠
7	Date	MATCH	""""	""""
7	Property_recorded_under_Block_No	MISMATCH	""""	..
7	Property_recorded_under_Parcel_No	MATCH	٢٧	٢٧
7	Parcel_Cat_No	MATCH	١٢	١٢
7	Parcel_Area	MATCH	٨,١٤٨	٨،١٤٨
7	Nature_of_Entry	MATCH	""""	""""
7	New_Serial_No	BOTH_EMPTY		
7	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	✓٧
7	Reference_to_Register_of_Changes_Serial_No	MATCH	١٠٨	١٠٨
7	Tax_LP	MISMATCH	✓	..
7	Tax_Mils	MATCH	٠٩٨	٠٩٨
7	Total_Tax_LP	BOTH_EMPTY		
7	Total_Tax_Mils	BOTH_EMPTY		
7	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
7	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
7	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
7	Net_Assessment_LP	BOTH_EMPTY		
7	Net_Assessment_Mils	BOTH_EMPTY		
7	Remarks	BOTH_EMPTY		
8	Serial_No	MISMATCH	٤١	٢ ة٩
8	Date	MATCH	""""	""""
8	Property_recorded_under_Block_No	MATCH	""""	""""
8	Property_recorded_under_Parcel_No	MATCH	٣٠	٣٠
8	Parcel_Cat_No	MISMATCH	١٢	٦
8	Parcel_Area	MISMATCH	٢,٣٤٧	٢,٧٠
8	Nature_of_Entry	MATCH	""""	""""
8	New_Serial_No	MATCH	٩١	٩١
8	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
8	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
8	Tax_LP	BOTH_EMPTY		
8	Tax_Mils	MISMATCH	٢١٦	٣١٦
8	Total_Tax_LP	BOTH_EMPTY		
8	Total_Tax_Mils	BOTH_EMPTY		
8	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
8	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
8	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
8	Net_Assessment_LP	BOTH_EMPTY		
8	Net_Assessment_Mils	BOTH_EMPTY		
8	Remarks	BOTH_EMPTY		
9	Serial_No	MATCH	٤٢	٤٢
9	Date	MATCH	""""	""""
9	Property_recorded_under_Block_No	MATCH	""""	""""
9	Property_recorded_under_Parcel_No	MATCH	٣٥	٣٥
9	Parcel_Cat_No	MATCH	١٢	١٢
9	Parcel_Area	MISMATCH	٠,٠٢١	٠٣١،
9	Nature_of_Entry	MATCH	""""	""""
9	New_Serial_No	BOTH_EMPTY		
9	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
9	Reference_to_Register_of_Changes_Serial_No	MISMATCH	٢٢	٠٣٢
9	Tax_LP	MISMATCH	✓	✓ -
9	Tax_Mils	MISMATCH	"-"""	-
9	Total_Tax_LP	BOTH_EMPTY		
9	Total_Tax_Mils	BOTH_EMPTY		
9	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
9	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
9	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
9	Net_Assessment_LP	BOTH_EMPTY		
9	Net_Assessment_Mils	BOTH_EMPTY		
9	Remarks	BOTH_EMPTY		
10	Serial_No	MATCH	٤٣	٤٣
10	Date	MATCH	""""	""""
10	Property_recorded_under_Block_No	MATCH	٤١٤٦	٤١٤٦
10	Property_recorded_under_Parcel_No	MISMATCH	٢	٠
10	Parcel_Cat_No	MISMATCH	٦	١٦
10	Parcel_Area	MISMATCH	٦,٢٤٥	١٠،٢٥
10	Nature_of_Entry	MATCH	""""	""""
10	New_Serial_No	MATCH	٩٣	٩٣
10	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
10	Reference_to_Register_of_Changes_Serial_No	ONLY_hadid02		..
10	Tax_LP	BOTH_EMPTY		
10	Tax_Mils	MISMATCH	٤٥٨	٥
10	Total_Tax_LP	BOTH_EMPTY		
10	Total_Tax_Mils	BOTH_EMPTY		
10	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
10	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
10	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
10	Net_Assessment_LP	BOTH_EMPTY		
10	Net_Assessment_Mils	BOTH_EMPTY		
10	Remarks	BOTH_EMPTY		
11	Serial_No	MATCH	٤٤	٤٤
11	Date	MATCH	""""	""""
11	Property_recorded_under_Block_No	ONLY_hadid02		٤
11	Property_recorded_under_Parcel_No	MATCH	٥	٥
11	Parcel_Cat_No	MATCH	٦	٦
11	Parcel_Area	MISMATCH	٣,٢٤٤	٣،٤
11	Nature_of_Entry	MATCH	""""	""""
11	New_Serial_No	BOTH_EMPTY		
11	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
11	Reference_to_Register_of_Changes_Serial_No	MATCH	١٤٠	١٤٠
11	Tax_LP	ONLY_som	✓	
11	Tax_Mils	MISMATCH	١٩٤	١٤
11	Total_Tax_LP	BOTH_EMPTY		
11	Total_Tax_Mils	BOTH_EMPTY		
11	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
11	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
11	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
11	Net_Assessment_LP	BOTH_EMPTY		
11	Net_Assessment_Mils	BOTH_EMPTY		
11	Remarks	BOTH_EMPTY		
12	Serial_No	MISMATCH	٤٥	-٩
12	Date	MISMATCH	""""	١
12	Property_recorded_under_Block_No	MISMATCH	""""	١٦
12	Property_recorded_under_Parcel_No	MISMATCH	١١	..
12	Parcel_Cat_No	MISMATCH	٦	✓
12	Parcel_Area	MISMATCH	١,٩٧٠	٣
12	Nature_of_Entry	MISMATCH	""""	١
12	New_Serial_No	BOTH_EMPTY		
12	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
12	Reference_to_Register_of_Changes_Serial_No	MISMATCH	٧٠	٠
12	Tax_LP	ONLY_som	✓	
12	Tax_Mils	MISMATCH	٠٦٩	٤
12	Total_Tax_LP	BOTH_EMPTY		
12	Total_Tax_Mils	BOTH_EMPTY		
12	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
12	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
12	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
12	Net_Assessment_LP	BOTH_EMPTY		
12	Net_Assessment_Mils	BOTH_EMPTY		
12	Remarks	BOTH_EMPTY		
13	Serial_No	MATCH	٤٦	٤٦
13	Date	MATCH	""""	""""
13	Property_recorded_under_Block_No	MATCH	""""	""""
13	Property_recorded_under_Parcel_No	MISMATCH	١٠٢	١
13	Parcel_Cat_No	MATCH	٦	٦
13	Parcel_Area	MISMATCH	٣,٤٥٥	٤،٣٥
13	Nature_of_Entry	MISMATCH	'	""""
13	New_Serial_No	MISMATCH	٢٩٥	٢,٥
13	Reference_to_Register_of_Changes_Volume_No	MISMATCH	T.D.L.	T.DL
13	Reference_to_Register_of_Changes_Serial_No	MISMATCH	1940	١٠
13	Tax_LP	ONLY_hadid02		✓
13	Tax_Mils	MISMATCH	٢٥٦	١٥٢
13	Total_Tax_LP	BOTH_EMPTY		
13	Total_Tax_Mils	BOTH_EMPTY		
13	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
13	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
13	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
13	Net_Assessment_LP	BOTH_EMPTY		
13	Net_Assessment_Mils	BOTH_EMPTY		
13	Remarks	BOTH_EMPTY		
14	Serial_No	MATCH	٤٧	٤٧
14	Date	MATCH	""""	""""
14	Property_recorded_under_Block_No	MISMATCH	٤١٤٧	✓
14	Property_recorded_under_Parcel_No	MISMATCH	٤٤	٤
14	Parcel_Cat_No	MISMATCH	١٢	١٣
14	Parcel_Area	MISMATCH	٨,٨١١	٥٤
14	Nature_of_Entry	MISMATCH	""""	"✓"""
14	New_Serial_No	MISMATCH	١١٥	١٥
14	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	٧
14	Reference_to_Register_of_Changes_Serial_No	MISMATCH	٧٢	٠٣٢
14	Tax_LP	ONLY_som	✓	
14	Tax_Mils	MATCH	٠٧٠	٠٧٠
14	Total_Tax_LP	BOTH_EMPTY		
14	Total_Tax_Mils	BOTH_EMPTY		
14	Reference_to_Register_of_Exemptions_Entry_No	ONLY_som	1	
14	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
14	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
14	Net_Assessment_LP	BOTH_EMPTY		
14	Net_Assessment_Mils	BOTH_EMPTY		
14	Remarks	BOTH_EMPTY		
15	Serial_No	MISMATCH	٤٨	✓
15	Date	MATCH	""""	""""
15	Property_recorded_under_Block_No	MATCH	""""	""""
15	Property_recorded_under_Parcel_No	MATCH	٩١	٩١
15	Parcel_Cat_No	MISMATCH	١٢	١٣
15	Parcel_Area	MISMATCH	٢,٠١٢	٢,٠٢
15	Nature_of_Entry	MISMATCH	""""	٤
15	New_Serial_No	MISMATCH	١١٦	١٦
15	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
15	Reference_to_Register_of_Changes_Serial_No	MISMATCH	٢٤	٠٢٤
15	Tax_LP	ONLY_som	✓	
15	Tax_Mils	MISMATCH	٠١٦	٠
15	Total_Tax_LP	BOTH_EMPTY		
15	Total_Tax_Mils	BOTH_EMPTY		
15	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
15	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
15	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
15	Net_Assessment_LP	BOTH_EMPTY		
15	Net_Assessment_Mils	BOTH_EMPTY		
15	Remarks	BOTH_EMPTY		
16	Serial_No	MATCH	٤٩	٤٩
16	Date	MISMATCH	""""	١
16	Property_recorded_under_Block_No	MISMATCH	٤١٤٨	✓
16	Property_recorded_under_Parcel_No	MATCH	٢٢	٢٢
16	Parcel_Cat_No	MISMATCH	٦	✓
16	Parcel_Area	MATCH	١,٨٢٠	١،٨٢٠
16	Nature_of_Entry	MATCH	""""	""""
16	New_Serial_No	BOTH_EMPTY		
16	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
16	Reference_to_Register_of_Changes_Serial_No	MISMATCH	٧٠	٠٧٠
16	Tax_LP	ONLY_som	✓	
16	Tax_Mils	MATCH	٠٦٤	٠٦٤
16	Total_Tax_LP	BOTH_EMPTY		
16	Total_Tax_Mils	BOTH_EMPTY		
16	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
16	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
16	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
16	Net_Assessment_LP	BOTH_EMPTY		
16	Net_Assessment_Mils	BOTH_EMPTY		
16	Remarks	BOTH_EMPTY		
17	Serial_No	MISMATCH	٥٠	✓ ٩٤
17	Date	MISMATCH	""""	٢
17	Property_recorded_under_Block_No	MATCH	""""	""""
17	Property_recorded_under_Parcel_No	MATCH	٤١	٤١
17	Parcel_Cat_No	MATCH	٦	٦
17	Parcel_Area	MISMATCH	٥,٤٥٠	٤
17	Nature_of_Entry	MATCH	""""	""""
17	New_Serial_No	MISMATCH	١١١	١١
17	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
17	Reference_to_Register_of_Changes_Serial_No	MISMATCH	٢١	٢١٠
17	Tax_LP	MATCH	✓	✓
17	Tax_Mils	MATCH	١٨٧	١٨٧
17	Total_Tax_LP	BOTH_EMPTY		
17	Total_Tax_Mils	BOTH_EMPTY		
17	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
17	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
17	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
17	Net_Assessment_LP	BOTH_EMPTY		
17	Net_Assessment_Mils	BOTH_EMPTY		
17	Remarks	BOTH_EMPTY		
18	Serial_No	MISMATCH	٥١	.
18	Date	MATCH	""""	""""
18	Property_recorded_under_Block_No	BOTH_EMPTY		
18	Property_recorded_under_Parcel_No	BOTH_EMPTY		
18	Parcel_Cat_No	MATCH	١٦	١٦
18	Parcel_Area	MISMATCH	١٣,٥٩٥	١٧،٣٥
18	Nature_of_Entry	MATCH	""""	""""
18	New_Serial_No	ONLY_hadid02		✓
18	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
18	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
18	Tax_LP	MISMATCH	""""	–
18	Tax_Mils	MISMATCH	"-"""	-.
18	Total_Tax_LP	BOTH_EMPTY		
18	Total_Tax_Mils	BOTH_EMPTY		
18	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
18	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
18	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
18	Net_Assessment_LP	BOTH_EMPTY		
18	Net_Assessment_Mils	BOTH_EMPTY		
18	Remarks	BOTH_EMPTY		
19	Serial_No	MISMATCH	٥٢	١
19	Date	MATCH	""""	""""
19	Property_recorded_under_Block_No	MATCH	""""	""""
19	Property_recorded_under_Parcel_No	MATCH	٤٦	٤٦
19	Parcel_Cat_No	MATCH	٦	٦
19	Parcel_Area	MISMATCH	١,٧٧٨	١٥,٧٨
19	Nature_of_Entry	MATCH	""""	""""
19	New_Serial_No	MISMATCH	١١٢	٤٢
19	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
19	Reference_to_Register_of_Changes_Serial_No	MISMATCH	٧٠	٠٧٠
19	Tax_LP	MATCH	✓	✓
19	Tax_Mils	MATCH	٠٦٢	٠٦٢
19	Total_Tax_LP	BOTH_EMPTY		
19	Total_Tax_Mils	BOTH_EMPTY		
19	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
19	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
19	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
19	Net_Assessment_LP	BOTH_EMPTY		
19	Net_Assessment_Mils	BOTH_EMPTY		
19	Remarks	BOTH_EMPTY		
20	Serial_No	MISMATCH	٥٣	ت٥٥٣
20	Date	MATCH	""""	""""
20	Property_recorded_under_Block_No	MATCH	""""	""""
20	Property_recorded_under_Parcel_No	MISMATCH	٤٧	٤
20	Parcel_Cat_No	MISMATCH	١٢	١٣
20	Parcel_Area	MISMATCH	٢,٠٧٧	٢،٠٧
20	Nature_of_Entry	MISMATCH	في	""""
20	New_Serial_No	BOTH_EMPTY		
20	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
20	Reference_to_Register_of_Changes_Serial_No	MISMATCH	٢٤	٠٢٤
20	Tax_LP	MATCH	✓	✓
20	Tax_Mils	MATCH	٠١٧	٠١٧
20	Total_Tax_LP	BOTH_EMPTY		
20	Total_Tax_Mils	BOTH_EMPTY		
20	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
20	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
20	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
20	Net_Assessment_LP	BOTH_EMPTY		
20	Net_Assessment_Mils	BOTH_EMPTY		
20	Remarks	BOTH_EMPTY		
21	Serial_No	MISMATCH	٥٤	٤
21	Date	MATCH	""""	""""
21	Property_recorded_under_Block_No	MISMATCH	""""	١
21	Property_recorded_under_Parcel_No	MISMATCH	٥٥	٥
21	Parcel_Cat_No	MATCH	٦	٦
21	Parcel_Area	MISMATCH	٢,٥١٥	١
21	Nature_of_Entry	MATCH	""""	""""
21	New_Serial_No	ONLY_som	١٠٦	
21	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
21	Reference_to_Register_of_Changes_Serial_No	MISMATCH	١٠٠	٠٠
21	Tax_LP	MATCH	✓	✓
21	Tax_Mils	MISMATCH	٠٨٨	٠٨
21	Total_Tax_LP	BOTH_EMPTY		
21	Total_Tax_Mils	BOTH_EMPTY		
21	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
21	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
21	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
21	Net_Assessment_LP	BOTH_EMPTY		
21	Net_Assessment_Mils	BOTH_EMPTY		
21	Remarks	BOTH_EMPTY		
22	Serial_No	MISMATCH	٥٥	ت٥
22	Date	MATCH	""""	""""
22	Property_recorded_under_Block_No	MISMATCH	٤١٤٩	١
22	Property_recorded_under_Parcel_No	MATCH	١٢	١٢
22	Parcel_Cat_No	MATCH	١٦	١٦
22	Parcel_Area	MISMATCH	٠٤٧	،٤٧
22	Nature_of_Entry	MISMATCH	في	""""
22	New_Serial_No	MATCH	١٠٥	١٠٥
22	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
