row	col	state	som	hadid02
0	Serial_No	MATCH	١	١
0	Date	MISMATCH	٩٢٨	٩٣٨
0	Property_recorded_under_Block_No	MISMATCH	٤١٢٢	٤١٣٢
0	Property_recorded_under_Parcel_No	MATCH	٤	٤
0	Parcel_Cat_No	MATCH	١٠	١٠
0	Parcel_Area	MISMATCH	٢٤,٩٢٥	٣٤,٩٢٥
0	Nature_of_Entry	MISMATCH	تخ	تع ✓
0	New_Serial_No	BOTH_EMPTY		
0	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
0	Reference_to_Register_of_Changes_Serial_No	MISMATCH	٦٢٠	٦٣٠
0	Tax_LP	MISMATCH	✓	١٣
0	Tax_Mils	MISMATCH	٦٢٩	١
0	Total_Tax_LP	BOTH_EMPTY		
0	Total_Tax_Mils	BOTH_EMPTY		
0	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
0	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
0	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
0	Net_Assessment_LP	BOTH_EMPTY		
0	Net_Assessment_Mils	BOTH_EMPTY		
0	Remarks	BOTH_EMPTY		
1	Serial_No	MATCH	٢	٢
1	Date	MATCH	""""	""""
1	Property_recorded_under_Block_No	MISMATCH	٤١٢٣	١٣٣
1	Property_recorded_under_Parcel_No	MATCH	١	١
1	Parcel_Cat_No	MATCH	١٠	١٠
1	Parcel_Area	MISMATCH	٤,٧٢٩	٤,٧٩
1	Nature_of_Entry	MATCH	""""	""""
1	New_Serial_No	MISMATCH	١١٧	١
1	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
1	Reference_to_Register_of_Changes_Serial_No	MISMATCH	.٩٠	٠٩٠
1	Tax_LP	MATCH	✓	✓
1	Tax_Mils	MISMATCH	.٨٥	١٥
1	Total_Tax_LP	BOTH_EMPTY		
1	Total_Tax_Mils	BOTH_EMPTY		
1	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
1	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
1	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
1	Net_Assessment_LP	BOTH_EMPTY		
1	Net_Assessment_Mils	BOTH_EMPTY		
1	Remarks	BOTH_EMPTY		
2	Serial_No	MATCH	٣	٣
2	Date	MATCH	""""	""""
2	Property_recorded_under_Block_No	MATCH	""""	""""
2	Property_recorded_under_Parcel_No	MISMATCH	٢٢	٣٢
2	Parcel_Cat_No	MATCH	١٠	١٠
2	Parcel_Area	MISMATCH	١٥٩,٧٧٨	١٥٩٧٨
2	Nature_of_Entry	MATCH	""""	""""
2	New_Serial_No	MATCH	٩٢	٩٢
2	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
2	Reference_to_Register_of_Changes_Serial_No	MATCH	--	..
2	Tax_LP	MATCH	٢	٢
2	Tax_Mils	MATCH	٨٧٦	٨٧٦
2	Total_Tax_LP	BOTH_EMPTY		
2	Total_Tax_Mils	BOTH_EMPTY		
2	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
2	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
2	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
2	Net_Assessment_LP	BOTH_EMPTY		
2	Net_Assessment_Mils	BOTH_EMPTY		
2	Remarks	BOTH_EMPTY		
3	Serial_No	MISMATCH	٤	١
3	Date	MATCH	""""	""""
3	Property_recorded_under_Block_No	MISMATCH	٤١٢٤	٤١٣٤
3	Property_recorded_under_Parcel_No	MATCH	٢	٢
3	Parcel_Cat_No	MATCH	١٠	١٠
3	Parcel_Area	MISMATCH	١١,٨٦٨	١٨
3	Nature_of_Entry	MATCH	""""	""""
3	New_Serial_No	MISMATCH	١٠٠	١
3	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
3	Reference_to_Register_of_Changes_Serial_No	MISMATCH	٢١٦	٢١
3	Tax_LP	ONLY_som	✓	
3	Tax_Mils	MATCH	٢١٤	٢١٤
3	Total_Tax_LP	BOTH_EMPTY		
3	Total_Tax_Mils	BOTH_EMPTY		
3	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
3	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
3	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
3	Net_Assessment_LP	BOTH_EMPTY		
3	Net_Assessment_Mils	BOTH_EMPTY		
3	Remarks	BOTH_EMPTY		
4	Serial_No	MISMATCH	٥	١
4	Date	MATCH	""""	""""
4	Property_recorded_under_Block_No	MATCH	""""	""""
4	Property_recorded_under_Parcel_No	MISMATCH	١٤	١٤٠
4	Parcel_Cat_No	MATCH	١٠	١٠
4	Parcel_Area	MISMATCH	٩,٧٤٦	٩٧٤١
4	Nature_of_Entry	MATCH	""""	""""
4	New_Serial_No	ONLY_som	102	
4	Reference_to_Register_of_Changes_Volume_No	MISMATCH	T.D.L	T.٠٤٧
4	Reference_to_Register_of_Changes_Serial_No	ONLY_som	1940	
4	Tax_LP	BOTH_EMPTY		
4	Tax_Mils	MISMATCH	٢٧٥	٣،٣٥
4	Total_Tax_LP	ONLY_hadid02		✓
