row	col	state	som	hadid02
0	Serial_No	MISMATCH	١	""""
0	Date	MISMATCH	٩٢٨	٩٣٨
0	Property_recorded_under_Block_No	ONLY_som	٤١٤٧	
0	Property_recorded_under_Parcel_No	MATCH	٤٩	٤٩
0	Parcel_Cat_No	MATCH	١٦	١٦
0	Parcel_Area	MISMATCH	٢,٤٨٦	٣٤٨
0	Nature_of_Entry	MISMATCH	تع	تح ✓
0	New_Serial_No	BOTH_EMPTY		
0	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
0	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
0	Tax_LP	MISMATCH	–	-
0	Tax_Mils	MISMATCH	–	-..
0	Total_Tax_LP	BOTH_EMPTY		
0	Total_Tax_Mils	BOTH_EMPTY		
0	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
0	Reference_to_Register_of_Exemptions_Amount_LP	ONLY_hadid02		✓
0	Reference_to_Register_of_Exemptions_Amount_Mils	MATCH	–	..
0	Net_Assessment_LP	BOTH_EMPTY		
0	Net_Assessment_Mils	MISMATCH	٠٤٠	٠
0	Remarks	BOTH_EMPTY		
1	Serial_No	MISMATCH	٢	""""
1	Date	ONLY_som	″	
1	Property_recorded_under_Block_No	MATCH	٤١٤٩	٤١٤٩
1	Property_recorded_under_Parcel_No	MISMATCH	٢٠	١
1	Parcel_Cat_No	MISMATCH	١٦	١
1	Parcel_Area	MISMATCH	٢,١٥٠	٤
1	Nature_of_Entry	MISMATCH	″	١
1	New_Serial_No	BOTH_EMPTY		
1	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	١٣
1	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
1	Tax_LP	MISMATCH	–	✓
1	Tax_Mils	MISMATCH	–	١
1	Total_Tax_LP	BOTH_EMPTY		
1	Total_Tax_Mils	BOTH_EMPTY		
1	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
1	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
1	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
1	Net_Assessment_LP	BOTH_EMPTY		
1	Net_Assessment_Mils	BOTH_EMPTY		
1	Remarks	BOTH_EMPTY		
2	Serial_No	MISMATCH	٣	""""
2	Date	MISMATCH	″	""""
2	Property_recorded_under_Block_No	ONLY_som	٤١٥١	
2	Property_recorded_under_Parcel_No	MATCH	٥٦	٥٦
2	Parcel_Cat_No	MISMATCH	١٦	""""
2	Parcel_Area	MISMATCH	٨١١	١
2	Nature_of_Entry	MISMATCH	″	٤
2	New_Serial_No	BOTH_EMPTY		
