row	col	state	som	hadid02
0	Serial_No	BOTH_EMPTY		
0	Date	BOTH_EMPTY		
0	Property_recorded_under_Block_No	BOTH_EMPTY		
0	Property_recorded_under_Parcel_No	BOTH_EMPTY		
0	Parcel_Cat_No	BOTH_EMPTY		
0	Parcel_Area	BOTH_EMPTY		
0	Nature_of_Entry	ONLY_hadid02		٤
0	New_Serial_No	ONLY_hadid02		""""
0	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
0	Reference_to_Register_of_Changes_Serial_No	ONLY_hadid02		-
0	Tax_LP	ONLY_hadid02		..
0	Tax_Mils	MISMATCH	٠٢٢	٠٣٢
0	Total_Tax_LP	BOTH_EMPTY		
0	Total_Tax_Mils	BOTH_EMPTY		
0	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
0	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
0	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
0	Net_Assessment_LP	BOTH_EMPTY		
0	Net_Assessment_Mils	BOTH_EMPTY		
0	Remarks	BOTH_EMPTY		
1	Serial_No	BOTH_EMPTY		
1	Date	MISMATCH	٩٣٩	٩٣
1	Property_recorded_under_Block_No	BOTH_EMPTY		
1	Property_recorded_under_Parcel_No	BOTH_EMPTY		
1	Parcel_Cat_No	BOTH_EMPTY		
1	Parcel_Area	BOTH_EMPTY		
1	Nature_of_Entry	ONLY_hadid02		٦
1	New_Serial_No	ONLY_hadid02		..
1	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
1	Reference_to_Register_of_Changes_Serial_No	ONLY_hadid02		-
1	Tax_LP	ONLY_hadid02		–
1	Tax_Mils	ONLY_hadid02		٤
1	Total_Tax_LP	ONLY_hadid02		–
1	Total_Tax_Mils	MISMATCH	٠٢٢	٠
1	Reference_to_Register_of_Exemptions_Entry_No	ONLY_hadid02		–
1	Reference_to_Register_of_Exemptions_Amount_LP	ONLY_hadid02		٠
1	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
1	Net_Assessment_LP	BOTH_EMPTY		
1	Net_Assessment_Mils	MISMATCH	٠٢٢	احد
1	Remarks	BOTH_EMPTY		
2	Serial_No	BOTH_EMPTY		
2	Date	MISMATCH	٩٤٠	-
2	Property_recorded_under_Block_No	BOTH_EMPTY		
2	Property_recorded_under_Parcel_No	BOTH_EMPTY		
2	Parcel_Cat_No	BOTH_EMPTY		
2	Parcel_Area	BOTH_EMPTY		
2	Nature_of_Entry	BOTH_EMPTY		
2	New_Serial_No	BOTH_EMPTY		
2	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
2	Reference_to_Register_of_Changes_Serial_No	ONLY_hadid02		٣
2	Tax_LP	BOTH_EMPTY		
2	Tax_Mils	BOTH_EMPTY		
2	Total_Tax_LP	BOTH_EMPTY		
2	Total_Tax_Mils	MISMATCH	٠٢٢	٢
2	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
2	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
2	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
2	Net_Assessment_LP	BOTH_EMPTY		
2	Net_Assessment_Mils	ONLY_som	٠٢٢	
2	Remarks	BOTH_EMPTY		
3	Serial_No	MISMATCH	٣	✓
3	Date	MATCH	٩٤١	٩٤١
3	Property_recorded_under_Block_No	MISMATCH	٤١٢٩	✓٣
3	Property_recorded_under_Parcel_No	MISMATCH	٢٩	٣٩
3	Parcel_Cat_No	MISMATCH	١٢	١٧٠
3	Parcel_Area	MISMATCH	٢,٩٧٢	٣.٢٧
3	Nature_of_Entry	MATCH	بيع	بيع
3	New_Serial_No	MISMATCH	٢٦	✓
3	Reference_to_Register_of_Changes_Volume_No	MATCH	١	١
3	Reference_to_Register_of_Changes_Serial_No	MISMATCH	١	٠
3	Tax_LP	ONLY_hadid02		x
3	Tax_Mils	BOTH_EMPTY		
3	Total_Tax_LP	ONLY_hadid02		٠
3	Total_Tax_Mils	MISMATCH	٠٢٢	–
3	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
3	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
3	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
3	Net_Assessment_LP	BOTH_EMPTY		
3	Net_Assessment_Mils	BOTH_EMPTY		
3	Remarks	BOTH_EMPTY		
4	Serial_No	ONLY_hadid02		✓
4	Date	ONLY_hadid02		..
4	Property_recorded_under_Block_No	BOTH_EMPTY		
4	Property_recorded_under_Parcel_No	BOTH_EMPTY		
4	Parcel_Cat_No	ONLY_hadid02		١
4	Parcel_Area	MISMATCH	١٦,٩٢٠	١
4	Nature_of_Entry	MISMATCH	s	٤
4	New_Serial_No	MISMATCH	s	✓
4	Reference_to_Register_of_Changes_Volume_No	MISMATCH	s	١✓
4	Reference_to_Register_of_Changes_Serial_No	MISMATCH	s	١
4	Tax_LP	ONLY_hadid02		–
4	Tax_Mils	BOTH_EMPTY		
4	Total_Tax_LP	ONLY_hadid02		-
4	Total_Tax_Mils	MISMATCH	---	-
4	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
4	Reference_to_Register_of_Exemptions_Amount_LP	ONLY_hadid02		–
4	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
4	Net_Assessment_LP	BOTH_EMPTY		
4	Net_Assessment_Mils	ONLY_hadid02		٠
4	Remarks	BOTH_EMPTY		
5	Serial_No	ONLY_hadid02		""""
5	Date	MISMATCH	"٩٤٣
٩٤٤"	٩٤٢ / ٩٤٧
5	Property_recorded_under_Block_No	ONLY_hadid02		١
5	Property_recorded_under_Parcel_No	BOTH_EMPTY		
5	Parcel_Cat_No	BOTH_EMPTY		
5	Parcel_Area	BOTH_EMPTY		
5	Nature_of_Entry	BOTH_EMPTY		
5	New_Serial_No	BOTH_EMPTY		
5	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
5	Reference_to_Register_of_Changes_Serial_No	ONLY_hadid02		٣
5	Tax_LP	ONLY_hadid02		✓
5	Tax_Mils	BOTH_EMPTY		
5	Total_Tax_LP	ONLY_hadid02		-
5	Total_Tax_Mils	MISMATCH	---	-
5	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
5	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
5	Reference_to_Register_of_Exemptions_Amount_Mils	ONLY_hadid02		..
5	Net_Assessment_LP	ONLY_hadid02		-
5	Net_Assessment_Mils	ONLY_hadid02		–
5	Remarks	BOTH_EMPTY		
