row	col	state	som	baseer
0	Serial_No	MATCH	١	١
0	Date	MISMATCH	٩٣٨	١٣٨
0	Property_recorded_under_Block_No	MISMATCH	٤١٣٩	٤١٢٩
0	Property_recorded_under_Parcel_No	MATCH	٥١	٥١
0	Parcel_Cat_No	MATCH	١٢	١٢
0	Parcel_Area	MISMATCH	٢,٢٧٩	٢٧٩
0	Nature_of_Entry	MISMATCH	تخ	تح
0	New_Serial_No	BOTH_EMPTY		
0	Reference_to_Register_of_Changes_Volume_No	ONLY_baseer		.
0	Reference_to_Register_of_Changes_Serial_No	MISMATCH	٠٢٤	٢٤
0	Tax_LP	ONLY_baseer		١
0	Tax_Mils	MISMATCH	٠١٩	١٩
0	Total_Tax_LP	BOTH_EMPTY		
0	Total_Tax_Mils	BOTH_EMPTY		
0	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
0	Reference_to_Register_of_Exemptions_Amount_LP	ONLY_baseer		-
0	Reference_to_Register_of_Exemptions_Amount_Mils	MISMATCH	ـ	-
0	Net_Assessment_LP	BOTH_EMPTY		
0	Net_Assessment_Mils	MISMATCH	٠٢٥	٣٢
0	Remarks	BOTH_EMPTY		
1	Serial_No	MATCH	٢	٢
1	Date	BOTH_EMPTY		
1	Property_recorded_under_Block_No	BOTH_EMPTY		
1	Property_recorded_under_Parcel_No	BOTH_EMPTY		
1	Parcel_Cat_No	MATCH	١٦	١٦
1	Parcel_Area	MISMATCH	٣,٥٦٩	٢٠٦٩
1	Nature_of_Entry	BOTH_EMPTY		
1	New_Serial_No	BOTH_EMPTY		
1	Reference_to_Register_of_Changes_Volume_No	ONLY_baseer		الثلاثاء
1	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
1	Tax_LP	ONLY_baseer		-
1	Tax_Mils	MISMATCH	ـ	-
1	Total_Tax_LP	BOTH_EMPTY		
1	Total_Tax_Mils	BOTH_EMPTY		
1	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
1	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
1	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
1	Net_Assessment_LP	BOTH_EMPTY		
1	Net_Assessment_Mils	BOTH_EMPTY		
1	Remarks	BOTH_EMPTY		
2	Serial_No	MATCH	٣	٣
2	Date	MISMATCH	""""	١
2	Property_recorded_under_Block_No	MATCH	٤١٤٦	٤١٤٦
2	Property_recorded_under_Parcel_No	MISMATCH	٨٩	١٩
2	Parcel_Cat_No	MISMATCH	١٢	١٣
2	Parcel_Area	MISMATCH	٨٤٢	١٨٤٢
2	Nature_of_Entry	MISMATCH	ء	٤
2	New_Serial_No	ONLY_som	✓	
2	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	الجمعة
2	Reference_to_Register_of_Changes_Serial_No	MISMATCH	٠٠٨	٨
2	Tax_LP	MISMATCH	ل	١-
2	Tax_Mils	MISMATCH	٠٠٧	٧
2	Total_Tax_LP	BOTH_EMPTY		
2	Total_Tax_Mils	BOTH_EMPTY		
2	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
2	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
2	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
2	Net_Assessment_LP	BOTH_EMPTY		
2	Net_Assessment_Mils	BOTH_EMPTY		
2	Remarks	BOTH_EMPTY		
3	Serial_No	MATCH	٤	٤
3	Date	MISMATCH	""""	٤
3	Property_recorded_under_Block_No	MISMATCH	""""	١
3	Property_recorded_under_Parcel_No	MATCH	٩٢	٩٢
3	Parcel_Cat_No	MISMATCH	١٢	١٨
3	Parcel_Area	MISMATCH	٢٢١	٣٢١
3	Nature_of_Entry	MISMATCH	ء	.
3	New_Serial_No	BOTH_EMPTY		
3	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	السبت
3	Reference_to_Register_of_Changes_Serial_No	MISMATCH	٠٠٨	٨
3	Tax_LP	ONLY_som	ل	
3	Tax_Mils	MISMATCH	٠٠٢	٢٠٣
3	Total_Tax_LP	BOTH_EMPTY		
3	Total_Tax_Mils	BOTH_EMPTY		
3	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
3	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
3	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
3	Net_Assessment_LP	BOTH_EMPTY		
3	Net_Assessment_Mils	BOTH_EMPTY		
3	Remarks	BOTH_EMPTY		
4	Serial_No	MISMATCH	٥	6
4	Date	MISMATCH	""""	١
4	Property_recorded_under_Block_No	MISMATCH	""""	4
4	Property_recorded_under_Parcel_No	MISMATCH	٩٣	٩٢
4	Parcel_Cat_No	MISMATCH	١٢	١٨
4	Parcel_Area	MATCH	٢٥١	٢٥١
4	Nature_of_Entry	MISMATCH	ء	٤
4	New_Serial_No	BOTH_EMPTY		
4	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	الجمعة
4	Reference_to_Register_of_Changes_Serial_No	MISMATCH	٠٠٨	٨
4	Tax_LP	ONLY_som	ل	
4	Tax_Mils	MISMATCH	٠٠٢	١٠٢
4	Total_Tax_LP	BOTH_EMPTY		
4	Total_Tax_Mils	BOTH_EMPTY		
4	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
4	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
4	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
4	Net_Assessment_LP	BOTH_EMPTY		
4	Net_Assessment_Mils	BOTH_EMPTY		
4	Remarks	BOTH_EMPTY		
5	Serial_No	MATCH	٦	٦
5	Date	MISMATCH	""""	١
5	Property_recorded_under_Block_No	MISMATCH	""""	٤
5	Property_recorded_under_Parcel_No	MATCH	٩٤	٩٤
5	Parcel_Cat_No	MATCH	١٢	١٢
5	Parcel_Area	MISMATCH	٨٢١	١٢١
5	Nature_of_Entry	MISMATCH	""""	.
5	New_Serial_No	BOTH_EMPTY		
5	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	٧
5	Reference_to_Register_of_Changes_Serial_No	MISMATCH	٠٠٨	٨-١
5	Tax_LP	ONLY_som	ل	
5	Tax_Mils	MISMATCH	٠٠١	...
5	Total_Tax_LP	BOTH_EMPTY		
5	Total_Tax_Mils	MISMATCH	٠٢٥	٣٦
5	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
5	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
5	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
5	Net_Assessment_LP	BOTH_EMPTY		
5	Net_Assessment_Mils	BOTH_EMPTY		
5	Remarks	BOTH_EMPTY		
6	Serial_No	BOTH_EMPTY		
6	Date	MISMATCH	٩٣٩	٩٢٩
6	Property_recorded_under_Block_No	BOTH_EMPTY		
6	Property_recorded_under_Parcel_No	BOTH_EMPTY		
6	Parcel_Cat_No	BOTH_EMPTY		
6	Parcel_Area	BOTH_EMPTY		
6	Nature_of_Entry	BOTH_EMPTY		
6	New_Serial_No	BOTH_EMPTY		
6	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
6	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
6	Tax_LP	BOTH_EMPTY		
6	Tax_Mils	MISMATCH	٠٢٥	٢
6	Total_Tax_LP	BOTH_EMPTY		
6	Total_Tax_Mils	MISMATCH	٠٢٥	١٢
6	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
6	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
6	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
6	Net_Assessment_LP	BOTH_EMPTY		
6	Net_Assessment_Mils	MISMATCH	٠٢٥	٣٢
6	Remarks	BOTH_EMPTY		
7	Serial_No	BOTH_EMPTY		
7	Date	MATCH	٩٤٠	٩٤٠
7	Property_recorded_under_Block_No	BOTH_EMPTY		
7	Property_recorded_under_Parcel_No	BOTH_EMPTY		
7	Parcel_Cat_No	BOTH_EMPTY		
7	Parcel_Area	BOTH_EMPTY		
7	Nature_of_Entry	BOTH_EMPTY		
7	New_Serial_No	BOTH_EMPTY		
7	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
7	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
7	Tax_LP	BOTH_EMPTY		
7	Tax_Mils	ONLY_baseer		الخميس
7	Total_Tax_LP	BOTH_EMPTY		
7	Total_Tax_Mils	MISMATCH	٠٢٢	٢٢
7	Reference_to_Register_of_Exemptions_Entry_No	ONLY_baseer		الخميس
7	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
7	Reference_to_Register_of_Exemptions_Amount_Mils	ONLY_baseer		الخميس
7	Net_Assessment_LP	BOTH_EMPTY		
7	Net_Assessment_Mils	MISMATCH	٠٢٢	١٢٢
7	Remarks	BOTH_EMPTY		
8	Serial_No	BOTH_EMPTY		
8	Date	MATCH	٩٤١	٩٤١
8	Property_recorded_under_Block_No	BOTH_EMPTY		
8	Property_recorded_under_Parcel_No	BOTH_EMPTY		
8	Parcel_Cat_No	BOTH_EMPTY		
8	Parcel_Area	BOTH_EMPTY		
8	Nature_of_Entry	BOTH_EMPTY		
8	New_Serial_No	BOTH_EMPTY		
8	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
8	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
8	Tax_LP	ONLY_baseer		الخميس
8	Tax_Mils	BOTH_EMPTY		
8	Total_Tax_LP	BOTH_EMPTY		
8	Total_Tax_Mils	MISMATCH	٠٢٥	٣٠
8	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
8	Reference_to_Register_of_Exemptions_Amount_LP	ONLY_baseer		.
8	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
8	Net_Assessment_LP	BOTH_EMPTY		
8	Net_Assessment_Mils	MISMATCH	٠٢٥	٣٢
8	Remarks	BOTH_EMPTY		
9	Serial_No	BOTH_EMPTY		
9	Date	BOTH_EMPTY		
9	Property_recorded_under_Block_No	BOTH_EMPTY		
9	Property_recorded_under_Parcel_No	BOTH_EMPTY		
9	Parcel_Cat_No	BOTH_EMPTY		
9	Parcel_Area	BOTH_EMPTY		
9	Nature_of_Entry	BOTH_EMPTY		
9	New_Serial_No	BOTH_EMPTY		
9	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
9	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
9	Tax_LP	BOTH_EMPTY		
9	Tax_Mils	ONLY_baseer		السبت
9	Total_Tax_LP	BOTH_EMPTY		
9	Total_Tax_Mils	BOTH_EMPTY		
9	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
9	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
9	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
9	Net_Assessment_LP	BOTH_EMPTY		
9	Net_Assessment_Mils	ONLY_som	٣/	
9	Remarks	BOTH_EMPTY		
10	Serial_No	BOTH_EMPTY		
10	Date	MISMATCH	٩٤٢	/٣٠ ض و /٩٤٢
10	Property_recorded_under_Block_No	BOTH_EMPTY		
10	Property_recorded_under_Parcel_No	BOTH_EMPTY		
10	Parcel_Cat_No	BOTH_EMPTY		
10	Parcel_Area	BOTH_EMPTY		
10	Nature_of_Entry	BOTH_EMPTY		
10	New_Serial_No	BOTH_EMPTY		
10	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
10	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
10	Tax_LP	BOTH_EMPTY		
10	Tax_Mils	BOTH_EMPTY		
10	Total_Tax_LP	BOTH_EMPTY		
10	Total_Tax_Mils	MISMATCH	٠٥٦	٠٦
