row	col	state	som	baseer
0	Serial_No	MATCH	١	١
0	Date	MISMATCH	٩٢٨	٩٣٨
0	Property_recorded_under_Block_No	ONLY_som	٤١٤٧	
0	Property_recorded_under_Parcel_No	MATCH	٤٩	٤٩
0	Parcel_Cat_No	MATCH	١٦	١٦
0	Parcel_Area	MISMATCH	٢,٤٨٦	٢٤٨٦
0	Nature_of_Entry	MISMATCH	تع	شاع.
0	New_Serial_No	BOTH_EMPTY		
0	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	٧
0	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
0	Tax_LP	MISMATCH	–	-
0	Tax_Mils	MISMATCH	–	-
0	Total_Tax_LP	BOTH_EMPTY		
0	Total_Tax_Mils	BOTH_EMPTY		
0	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
0	Reference_to_Register_of_Exemptions_Amount_LP	ONLY_baseer		السبت
0	Reference_to_Register_of_Exemptions_Amount_Mils	MISMATCH	–	.
0	Net_Assessment_LP	BOTH_EMPTY		
0	Net_Assessment_Mils	MISMATCH	٠٤٠	٤٠
0	Remarks	BOTH_EMPTY		
1	Serial_No	MATCH	٢	٢
1	Date	ONLY_som	″	
1	Property_recorded_under_Block_No	MATCH	٤١٤٩	٤١٤٩
1	Property_recorded_under_Parcel_No	MATCH	٢٠	٢٠
1	Parcel_Cat_No	MATCH	١٦	١٦
1	Parcel_Area	MISMATCH	٢,١٥٠	٢٠١٥
1	Nature_of_Entry	MISMATCH	″	٢
1	New_Serial_No	BOTH_EMPTY		
1	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	٧
1	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
1	Tax_LP	MISMATCH	–	-
1	Tax_Mils	MISMATCH	–	-
1	Total_Tax_LP	BOTH_EMPTY		
1	Total_Tax_Mils	BOTH_EMPTY		
1	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
1	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
1	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
1	Net_Assessment_LP	BOTH_EMPTY		
1	Net_Assessment_Mils	BOTH_EMPTY		
1	Remarks	BOTH_EMPTY		
2	Serial_No	MATCH	٣	٣
2	Date	MISMATCH	″	١
2	Property_recorded_under_Block_No	ONLY_som	٤١٥١	
2	Property_recorded_under_Parcel_No	MATCH	٥٦	٥٦
2	Parcel_Cat_No	MATCH	١٦	١٦
2	Parcel_Area	MISMATCH	٨١١	١١١
2	Nature_of_Entry	MISMATCH	″	٣
2	New_Serial_No	BOTH_EMPTY		
2	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	الجمعة
2	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
2	Tax_LP	MISMATCH	–	-
2	Tax_Mils	MISMATCH	–	-
2	Total_Tax_LP	BOTH_EMPTY		
2	Total_Tax_Mils	BOTH_EMPTY		
2	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
2	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
2	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
2	Net_Assessment_LP	BOTH_EMPTY		
2	Net_Assessment_Mils	BOTH_EMPTY		
2	Remarks	BOTH_EMPTY		
3	Serial_No	MATCH	٤	٤
3	Date	MISMATCH	″	٤
3	Property_recorded_under_Block_No	MATCH	٤١٥٢	٤١٥٢
3	Property_recorded_under_Parcel_No	MISMATCH	٨١	١١
3	Parcel_Cat_No	MATCH	٤	٤
3	Parcel_Area	MISMATCH	١٥٠	١٥
3	Nature_of_Entry	MISMATCH	″	.
3	New_Serial_No	BOTH_EMPTY		
3	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	٧
3	Reference_to_Register_of_Changes_Serial_No	MISMATCH	٠٢٤	/٢٤ ض
3	Tax_LP	BOTH_EMPTY		
3	Tax_Mils	MISMATCH	٠٢٤	٢٤
3	Total_Tax_LP	BOTH_EMPTY		
3	Total_Tax_Mils	BOTH_EMPTY		
3	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
3	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
3	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
3	Net_Assessment_LP	BOTH_EMPTY		
3	Net_Assessment_Mils	BOTH_EMPTY		
3	Remarks	BOTH_EMPTY		
4	Serial_No	MATCH	٥	٥
4	Date	MISMATCH	″	٤
4	Property_recorded_under_Block_No	MISMATCH	″	١
4	Property_recorded_under_Parcel_No	MISMATCH	١٠٩	١٩
4	Parcel_Cat_No	MATCH	٤	٤
4	Parcel_Area	MISMATCH	٨٠٠	١٥٠
4	Nature_of_Entry	MISMATCH	″	=
4	New_Serial_No	BOTH_EMPTY		
4	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	٧
4	Reference_to_Register_of_Changes_Serial_No	MATCH	١٦	١٦
4	Tax_LP	BOTH_EMPTY		
4	Tax_Mils	MISMATCH	٠١٦	١٦
4	Total_Tax_LP	BOTH_EMPTY		
4	Total_Tax_Mils	MISMATCH	٤٠	٤
