row	col	state	som	som2
0	Serial_No	MATCH	١	١
0	Date	MATCH	٩٢٨	٩٢٨
0	Property_recorded_under_Block_No	MATCH	٤١٤٧	٤١٤٧
0	Property_recorded_under_Parcel_No	MATCH	٤٩	٤٩
0	Parcel_Cat_No	MATCH	١٦	١٦
0	Parcel_Area	MISMATCH	٢,٤٨٦	٣,٤٨٦
0	Nature_of_Entry	MISMATCH	تع	تغ
0	New_Serial_No	BOTH_EMPTY		
0	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
0	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
0	Tax_LP	MISMATCH	–	ـ
0	Tax_Mils	MISMATCH	–	ـ
0	Total_Tax_LP	BOTH_EMPTY		
0	Total_Tax_Mils	BOTH_EMPTY		
0	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
0	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
0	Reference_to_Register_of_Exemptions_Amount_Mils	MISMATCH	–	ـ
0	Net_Assessment_LP	BOTH_EMPTY		
0	Net_Assessment_Mils	MATCH	٠٤٠	٠٤٠
0	Remarks	BOTH_EMPTY		
1	Serial_No	MATCH	٢	٢
1	Date	MISMATCH	″	""""
1	Property_recorded_under_Block_No	MATCH	٤١٤٩	٤١٤٩
1	Property_recorded_under_Parcel_No	MATCH	٢٠	٢٠
1	Parcel_Cat_No	MATCH	١٦	١٦
1	Parcel_Area	MATCH	٢,١٥٠	٢,١٥٠
1	Nature_of_Entry	MISMATCH	″	""""
1	New_Serial_No	BOTH_EMPTY		
1	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
1	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
1	Tax_LP	MISMATCH	–	ـ
1	Tax_Mils	MISMATCH	–	ـ
1	Total_Tax_LP	BOTH_EMPTY		
1	Total_Tax_Mils	BOTH_EMPTY		
1	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
1	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
1	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
1	Net_Assessment_LP	BOTH_EMPTY		
1	Net_Assessment_Mils	BOTH_EMPTY		
1	Remarks	BOTH_EMPTY		
2	Serial_No	MATCH	٣	٣
2	Date	MISMATCH	″	""""
2	Property_recorded_under_Block_No	MATCH	٤١٥١	٤١٥١
2	Property_recorded_under_Parcel_No	MATCH	٥٦	٥٦
2	Parcel_Cat_No	MATCH	١٦	١٦
2	Parcel_Area	MATCH	٨١١	٨١١
2	Nature_of_Entry	MISMATCH	″	""""
2	New_Serial_No	BOTH_EMPTY		
2	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
2	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
2	Tax_LP	MISMATCH	–	ـ
2	Tax_Mils	MISMATCH	–	ـ
2	Total_Tax_LP	BOTH_EMPTY		
2	Total_Tax_Mils	BOTH_EMPTY		
2	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
2	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
2	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
2	Net_Assessment_LP	BOTH_EMPTY		
2	Net_Assessment_Mils	BOTH_EMPTY		
2	Remarks	BOTH_EMPTY		
3	Serial_No	MATCH	٤	٤
3	Date	MISMATCH	″	""""
3	Property_recorded_under_Block_No	MATCH	٤١٥٢	٤١٥٢
3	Property_recorded_under_Parcel_No	MATCH	٨١	٨١
3	Parcel_Cat_No	MATCH	٤	٤
3	Parcel_Area	MATCH	١٥٠	١٥٠
3	Nature_of_Entry	MISMATCH	″	""""
3	New_Serial_No	BOTH_EMPTY		
3	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
3	Reference_to_Register_of_Changes_Serial_No	MATCH	٠٢٤	٠٢٤
3	Tax_LP	BOTH_EMPTY		
3	Tax_Mils	MATCH	٠٢٤	٠٢٤
3	Total_Tax_LP	BOTH_EMPTY		
3	Total_Tax_Mils	BOTH_EMPTY		
3	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
3	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
3	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
3	Net_Assessment_LP	BOTH_EMPTY		
3	Net_Assessment_Mils	BOTH_EMPTY		
3	Remarks	BOTH_EMPTY		
4	Serial_No	MATCH	٥	٥
4	Date	MISMATCH	″	""""
4	Property_recorded_under_Block_No	MISMATCH	″	""""
4	Property_recorded_under_Parcel_No	MATCH	١٠٩	١٠٩
4	Parcel_Cat_No	MATCH	٤	٤
4	Parcel_Area	MATCH	٨٠٠	٨٠٠
4	Nature_of_Entry	MISMATCH	″	""""
4	New_Serial_No	BOTH_EMPTY		
4	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
4	Reference_to_Register_of_Changes_Serial_No	MISMATCH	١٦	٠١٦
4	Tax_LP	BOTH_EMPTY		
