row	col	state	som	hadid02
0	Serial_No	MATCH	١	١
0	Date	MISMATCH	٩٢٨	٩٣٨
0	Property_recorded_under_Block_No	MISMATCH	٤١٢٩	٤١٣٩
0	Property_recorded_under_Parcel_No	MISMATCH	٥٢	٥٣
0	Parcel_Cat_No	MISMATCH	١٢	١٣
0	Parcel_Area	MISMATCH	١,٥٢٠	١٠٥٣
0	Nature_of_Entry	MISMATCH	ت	تح ✓
0	New_Serial_No	BOTH_EMPTY		
0	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
0	Reference_to_Register_of_Changes_Serial_No	MISMATCH	١٦	٠١٦
0	Tax_LP	BOTH_EMPTY		
0	Tax_Mils	MATCH	٠١٢	٠١٢
0	Total_Tax_LP	BOTH_EMPTY		
0	Total_Tax_Mils	BOTH_EMPTY		
0	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
0	Reference_to_Register_of_Exemptions_Amount_LP	ONLY_hadid02		٠
0	Reference_to_Register_of_Exemptions_Amount_Mils	ONLY_hadid02		..
0	Net_Assessment_LP	BOTH_EMPTY		
0	Net_Assessment_Mils	MISMATCH	٠١٢	١٠
0	Remarks	BOTH_EMPTY		
1	Serial_No	MISMATCH	٢	-
1	Date	BOTH_EMPTY		
1	Property_recorded_under_Block_No	BOTH_EMPTY		
1	Property_recorded_under_Parcel_No	BOTH_EMPTY		
1	Parcel_Cat_No	MISMATCH	١٦	✓
1	Parcel_Area	MISMATCH	٢,٢٩٥	٤
1	Nature_of_Entry	BOTH_EMPTY		
1	New_Serial_No	BOTH_EMPTY		
1	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
1	Reference_to_Register_of_Changes_Serial_No	MISMATCH	- -	.
1	Tax_LP	ONLY_hadid02		✓
1	Tax_Mils	MISMATCH	- -	٠
1	Total_Tax_LP	BOTH_EMPTY		
1	Total_Tax_Mils	ONLY_som	- -	
1	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
1	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
1	Reference_to_Register_of_Exemptions_Amount_Mils	ONLY_som	- -	
1	Net_Assessment_LP	BOTH_EMPTY		
1	Net_Assessment_Mils	ONLY_som	- -	
1	Remarks	BOTH_EMPTY		
2	Serial_No	MISMATCH	٣	"✓"""
2	Date	ONLY_som	""""	
2	Property_recorded_under_Block_No	MISMATCH	٤١٤٢	✓
2	Property_recorded_under_Parcel_No	MISMATCH	٦٦	..
2	Parcel_Cat_No	MISMATCH	١٤	٦٠
2	Parcel_Area	MISMATCH	٢,---	١،,٠
2	Nature_of_Entry	MATCH	""""	""""
2	New_Serial_No	MISMATCH	د	٥
2	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
2	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
2	Tax_LP	ONLY_hadid02		٠
2	Tax_Mils	MISMATCH	- -	٠
2	Total_Tax_LP	BOTH_EMPTY		
2	Total_Tax_Mils	MISMATCH	٠١٢	٠١٠٢
2	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
2	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
2	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
2	Net_Assessment_LP	BOTH_EMPTY		
2	Net_Assessment_Mils	BOTH_EMPTY		
2	Remarks	BOTH_EMPTY		
3	Serial_No	ONLY_som	٤	
3	Date	MISMATCH	٩٢٩	٩٣
3	Property_recorded_under_Block_No	BOTH_EMPTY		
3	Property_recorded_under_Parcel_No	BOTH_EMPTY		
3	Parcel_Cat_No	MISMATCH	١٦	١
3	Parcel_Area	MISMATCH	١,٨٧٠	..
3	Nature_of_Entry	ONLY_som	""""	
3	New_Serial_No	BOTH_EMPTY		
3	Reference_to_Register_of_Changes_Volume_No	ONLY_som	✓	
3	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
3	Tax_LP	BOTH_EMPTY		
3	Tax_Mils	MISMATCH	٠١٢	١
3	Total_Tax_LP	BOTH_EMPTY		
3	Total_Tax_Mils	MISMATCH	٠١٢	٠٣٢
3	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
3	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
3	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
3	Net_Assessment_LP	BOTH_EMPTY		
3	Net_Assessment_Mils	MISMATCH	٠١٢	٠٣٢
3	Remarks	BOTH_EMPTY		
4	Serial_No	BOTH_EMPTY		
4	Date	MISMATCH	"٩٤٠
٩٤١"	٩٤١
4	Property_recorded_under_Block_No	BOTH_EMPTY		
4	Property_recorded_under_Parcel_No	ONLY_hadid02		٣
4	Parcel_Cat_No	BOTH_EMPTY		
4	Parcel_Area	ONLY_hadid02		٣
4	Nature_of_Entry	BOTH_EMPTY		
4	New_Serial_No	MISMATCH	'	""""
4	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
4	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
4	Tax_LP	ONLY_hadid02		٢
4	Tax_Mils	ONLY_hadid02		.
4	Total_Tax_LP	BOTH_EMPTY		
