row	col	state	som	hadid02
0	Serial_No	MISMATCH	١	""""
0	Date	MATCH	٩٣٨	٩٣٨
0	Property_recorded_under_Block_No	MATCH	٤١٣٩	٤١٣٩
0	Property_recorded_under_Parcel_No	MATCH	٥١	٥١
0	Parcel_Cat_No	MISMATCH	١٢	١٣
0	Parcel_Area	MISMATCH	٢,٢٧٩	٢,٣٧٩
0	Nature_of_Entry	MISMATCH	تخ	تح ✓
0	New_Serial_No	BOTH_EMPTY		
0	Reference_to_Register_of_Changes_Volume_No	ONLY_hadid02		✓
0	Reference_to_Register_of_Changes_Serial_No	MATCH	٠٢٤	٠٢٤
0	Tax_LP	ONLY_hadid02		✓
0	Tax_Mils	MISMATCH	٠١٩	٠٨٩
0	Total_Tax_LP	BOTH_EMPTY		
0	Total_Tax_Mils	BOTH_EMPTY		
0	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
0	Reference_to_Register_of_Exemptions_Amount_LP	ONLY_hadid02		..
0	Reference_to_Register_of_Exemptions_Amount_Mils	MISMATCH	ـ	..
0	Net_Assessment_LP	BOTH_EMPTY		
0	Net_Assessment_Mils	MISMATCH	٠٢٥	٠٣٠
0	Remarks	BOTH_EMPTY		
1	Serial_No	MATCH	٢	٢
1	Date	BOTH_EMPTY		
1	Property_recorded_under_Block_No	BOTH_EMPTY		
1	Property_recorded_under_Parcel_No	BOTH_EMPTY		
1	Parcel_Cat_No	MATCH	١٦	١٦
1	Parcel_Area	MATCH	٣,٥٦٩	٣,٥٦٩
1	Nature_of_Entry	BOTH_EMPTY		
1	New_Serial_No	BOTH_EMPTY		
1	Reference_to_Register_of_Changes_Volume_No	ONLY_hadid02		✓
1	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
1	Tax_LP	ONLY_hadid02		-
1	Tax_Mils	MISMATCH	ـ	-
1	Total_Tax_LP	BOTH_EMPTY		
1	Total_Tax_Mils	BOTH_EMPTY		
1	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
1	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
1	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
1	Net_Assessment_LP	BOTH_EMPTY		
1	Net_Assessment_Mils	BOTH_EMPTY		
1	Remarks	BOTH_EMPTY		
2	Serial_No	MISMATCH	٣	٩
2	Date	MATCH	""""	""""
2	Property_recorded_under_Block_No	MATCH	٤١٤٦	٤١٤٦
2	Property_recorded_under_Parcel_No	MATCH	٨٩	٨٩
2	Parcel_Cat_No	MISMATCH	١٢	١٣
2	Parcel_Area	MATCH	٨٤٢	٨٤٢
2	Nature_of_Entry	MISMATCH	ء	""""
2	New_Serial_No	ONLY_som	✓	
2	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
2	Reference_to_Register_of_Changes_Serial_No	MATCH	٠٠٨	٠٠٨
2	Tax_LP	MISMATCH	ل	✓
2	Tax_Mils	MATCH	٠٠٧	٠٠٧
2	Total_Tax_LP	BOTH_EMPTY		
2	Total_Tax_Mils	BOTH_EMPTY		
2	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
2	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
2	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
2	Net_Assessment_LP	BOTH_EMPTY		
2	Net_Assessment_Mils	BOTH_EMPTY		
2	Remarks	BOTH_EMPTY		
3	Serial_No	MISMATCH	٤	✓
3	Date	MATCH	""""	""""
3	Property_recorded_under_Block_No	MATCH	""""	""""
3	Property_recorded_under_Parcel_No	MATCH	٩٢	٩٢
3	Parcel_Cat_No	MISMATCH	١٢	✓
3	Parcel_Area	MISMATCH	٢٢١	٠
3	Nature_of_Entry	MISMATCH	ء	..
3	New_Serial_No	BOTH_EMPTY		
3	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	١
3	Reference_to_Register_of_Changes_Serial_No	MISMATCH	٠٠٨	٤
3	Tax_LP	ONLY_som	ل	
3	Tax_Mils	MISMATCH	٠٠٢	٠٠٣
3	Total_Tax_LP	BOTH_EMPTY		
3	Total_Tax_Mils	BOTH_EMPTY		
3	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
3	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
3	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
3	Net_Assessment_LP	BOTH_EMPTY		
3	Net_Assessment_Mils	BOTH_EMPTY		
3	Remarks	BOTH_EMPTY		
4	Serial_No	MISMATCH	٥	✓
4	Date	MATCH	""""	""""
4	Property_recorded_under_Block_No	MATCH	""""	""""
4	Property_recorded_under_Parcel_No	MATCH	٩٣	٩٣
4	Parcel_Cat_No	MISMATCH	١٢	١٣
4	Parcel_Area	MISMATCH	٢٥١	٢٧
4	Nature_of_Entry	MISMATCH	ء	""""
4	New_Serial_No	BOTH_EMPTY		
4	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
4	Reference_to_Register_of_Changes_Serial_No	MATCH	٠٠٨	٠٠٨
4	Tax_LP	ONLY_som	ل	
4	Tax_Mils	MISMATCH	٠٠٢	٠٢
4	Total_Tax_LP	BOTH_EMPTY		
4	Total_Tax_Mils	BOTH_EMPTY		
4	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
4	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
4	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
4	Net_Assessment_LP	BOTH_EMPTY		
4	Net_Assessment_Mils	BOTH_EMPTY		
4	Remarks	BOTH_EMPTY		
5	Serial_No	MISMATCH	٦	–
5	Date	MATCH	""""	""""
