row	col	state	som	hadid02
0	Serial_No	ONLY_som	١	
0	Date	MISMATCH	٩٢/١	٩٣٨
0	Property_recorded_under_Block_No	MISMATCH	٤١٢٩	٤١٣٩
0	Property_recorded_under_Parcel_No	MISMATCH	٥٥	٥
0	Parcel_Cat_No	MISMATCH	١٢	١٣
0	Parcel_Area	MISMATCH	٠,٢٦٠	٣١٦
0	Nature_of_Entry	MISMATCH	خ	تع✓
0	New_Serial_No	BOTH_EMPTY		
0	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	١
0	Reference_to_Register_of_Changes_Serial_No	ONLY_som	٠٠٨	
0	Tax_LP	MISMATCH	–	-
0	Tax_Mils	MISMATCH	–	-
0	Total_Tax_LP	BOTH_EMPTY		
0	Total_Tax_Mils	BOTH_EMPTY		
0	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
0	Reference_to_Register_of_Exemptions_Amount_LP	ONLY_som	–	
0	Reference_to_Register_of_Exemptions_Amount_Mils	MATCH	–	..
0	Net_Assessment_LP	ONLY_hadid02		✓
0	Net_Assessment_Mils	MISMATCH	١٠٥٩	١
0	Remarks	BOTH_EMPTY		
1	Serial_No	MATCH	٢	٢
1	Date	MATCH	""""	""""
1	Property_recorded_under_Block_No	MISMATCH	٤١٤٤	٤١٤
1	Property_recorded_under_Parcel_No	MATCH	٩	٩
1	Parcel_Cat_No	MATCH	١٦	١٦
1	Parcel_Area	MISMATCH	٣,٤٠٨	✓
1	Nature_of_Entry	MISMATCH	""""	"✓"""
1	New_Serial_No	ONLY_hadid02		١
1	Reference_to_Register_of_Changes_Volume_No	MATCH	✓	✓
1	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
1	Tax_LP	MISMATCH	–	✓
1	Tax_Mils	MISMATCH	–	-
1	Total_Tax_LP	BOTH_EMPTY		
1	Total_Tax_Mils	BOTH_EMPTY		
1	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
1	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
1	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
1	Net_Assessment_LP	BOTH_EMPTY		
1	Net_Assessment_Mils	BOTH_EMPTY		
1	Remarks	BOTH_EMPTY		
2	Serial_No	MATCH	٣	٣
2	Date	MATCH	""""	""""
2	Property_recorded_under_Block_No	MATCH	٤١٤٦	٤١٤٦
2	Property_recorded_under_Parcel_No	MATCH	١	١
2	Parcel_Cat_No	MATCH	٦	٦
2	Parcel_Area	MISMATCH	٤,٤٠٢	٣
2	Nature_of_Entry	MATCH	""""	""""
2	New_Serial_No	BOTH_EMPTY		
2	Reference_to_Register_of_Changes_Volume_No	MISMATCH	✓	٥
2	Reference_to_Register_of_Changes_Serial_No	MISMATCH	١٧٥	١٧٠
2	Tax_LP	BOTH_EMPTY		
2	Tax_Mils	MATCH	١٥٤	١٥٤
2	Total_Tax_LP	BOTH_EMPTY		
2	Total_Tax_Mils	BOTH_EMPTY		
2	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
2	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
2	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
2	Net_Assessment_LP	BOTH_EMPTY		
2	Net_Assessment_Mils	BOTH_EMPTY		
2	Remarks	BOTH_EMPTY		
3	Serial_No	MATCH	٤	٤
3	Date	MATCH	""""	""""
3	Property_recorded_under_Block_No	MATCH	٤١٤٨	٤١٤٨
3	Property_recorded_under_Parcel_No	MISMATCH	٤٨	٠٤٨
3	Parcel_Cat_No	MATCH	٦	٦
