row	col	state	som	hadid02
0	Serial_No	BOTH_EMPTY		
0	Date	MISMATCH	٩٤١	٩٤٢/ ٩٤٣
0	Property_recorded_under_Block_No	BOTH_EMPTY		
0	Property_recorded_under_Parcel_No	ONLY_hadid02		..
0	Parcel_Cat_No	ONLY_hadid02		✓
0	Parcel_Area	BOTH_EMPTY		
0	Nature_of_Entry	ONLY_hadid02		...
0	New_Serial_No	ONLY_hadid02		١
0	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
0	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
0	Tax_LP	BOTH_EMPTY		
0	Tax_Mils	BOTH_EMPTY		
0	Total_Tax_LP	ONLY_hadid02		–
0	Total_Tax_Mils	MISMATCH	٦٦٢	٦
0	Reference_to_Register_of_Exemptions_Entry_No	ONLY_hadid02		✓
0	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
0	Reference_to_Register_of_Exemptions_Amount_Mils	BOTH_EMPTY		
0	Net_Assessment_LP	BOTH_EMPTY		
0	Net_Assessment_Mils	MISMATCH	٦٦٢	٠
0	Remarks	BOTH_EMPTY		
1	Serial_No	BOTH_EMPTY		
1	Date	ONLY_hadid02		٩٤ ٩٤
1	Property_recorded_under_Block_No	ONLY_hadid02		١
1	Property_recorded_under_Parcel_No	ONLY_hadid02		..
1	Parcel_Cat_No	ONLY_hadid02		..
1	Parcel_Area	ONLY_hadid02		..
1	Nature_of_Entry	ONLY_hadid02		..
1	New_Serial_No	ONLY_hadid02		_.
1	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
1	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
1	Tax_LP	BOTH_EMPTY		
1	Tax_Mils	BOTH_EMPTY		
1	Total_Tax_LP	BOTH_EMPTY		
1	Total_Tax_Mils	ONLY_hadid02		٣٢
1	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
1	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
1	Reference_to_Register_of_Exemptions_Amount_Mils	ONLY_hadid02		..
1	Net_Assessment_LP	ONLY_hadid02		""""
1	Net_Assessment_Mils	MISMATCH	٦٦٦	0
1	Remarks	BOTH_EMPTY		
2	Serial_No	ONLY_hadid02		بي٦حرب
2	Date	MISMATCH	٩٤٢/٩٤٢	١
2	Property_recorded_under_Block_No	ONLY_hadid02		✓
2	Property_recorded_under_Parcel_No	ONLY_hadid02		..
2	Parcel_Cat_No	ONLY_hadid02		١
2	Parcel_Area	ONLY_hadid02		١
2	Nature_of_Entry	ONLY_hadid02		.
2	New_Serial_No	ONLY_hadid02		٤
2	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
2	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
2	Tax_LP	BOTH_EMPTY		
2	Tax_Mils	BOTH_EMPTY		
2	Total_Tax_LP	BOTH_EMPTY		
2	Total_Tax_Mils	ONLY_som	٦٦٦	
2	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
2	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
2	Reference_to_Register_of_Exemptions_Amount_Mils	ONLY_hadid02		–
2	Net_Assessment_LP	ONLY_hadid02		–
2	Net_Assessment_Mils	BOTH_EMPTY		
2	Remarks	BOTH_EMPTY		
3	Serial_No	BOTH_EMPTY		
3	Date	MISMATCH	٩٤٣/٩٤٤	١٦
3	Property_recorded_under_Block_No	ONLY_hadid02		..
3	Property_recorded_under_Parcel_No	ONLY_hadid02		..
3	Parcel_Cat_No	ONLY_hadid02		_.
3	Parcel_Area	ONLY_hadid02		.
3	Nature_of_Entry	ONLY_hadid02		.
3	New_Serial_No	ONLY_hadid02		١
3	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
3	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
3	Tax_LP	BOTH_EMPTY		
3	Tax_Mils	BOTH_EMPTY		
3	Total_Tax_LP	BOTH_EMPTY		
3	Total_Tax_Mils	MISMATCH	١٣٣٢	٠
3	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
3	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
3	Reference_to_Register_of_Exemptions_Amount_Mils	ONLY_hadid02		..
3	Net_Assessment_LP	MISMATCH	١	.
3	Net_Assessment_Mils	MISMATCH	٣٣٢	٦
3	Remarks	BOTH_EMPTY		
4	Serial_No	BOTH_EMPTY		
4	Date	ONLY_hadid02		١
4	Property_recorded_under_Block_No	ONLY_hadid02		✓
4	Property_recorded_under_Parcel_No	BOTH_EMPTY		
4	Parcel_Cat_No	BOTH_EMPTY		
4	Parcel_Area	BOTH_EMPTY		
4	Nature_of_Entry	ONLY_hadid02		..
4	New_Serial_No	ONLY_hadid02		..
4	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
4	Reference_to_Register_of_Changes_Serial_No	ONLY_hadid02		ا
4	Tax_LP	BOTH_EMPTY		
4	Tax_Mils	BOTH_EMPTY		
4	Total_Tax_LP	BOTH_EMPTY		
4	Total_Tax_Mils	ONLY_hadid02		..
4	Reference_to_Register_of_Exemptions_Entry_No	ONLY_hadid02		..
4	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
4	Reference_to_Register_of_Exemptions_Amount_Mils	ONLY_hadid02		٠
4	Net_Assessment_LP	ONLY_hadid02		١٣
4	Net_Assessment_Mils	ONLY_hadid02		٩٥
4	Remarks	BOTH_EMPTY		
5	Serial_No	ONLY_hadid02		٤٧٤
5	Date	ONLY_hadid02		✓
5	Property_recorded_under_Block_No	ONLY_hadid02		✓
5	Property_recorded_under_Parcel_No	ONLY_hadid02		..
5	Parcel_Cat_No	ONLY_hadid02		١
5	Parcel_Area	ONLY_hadid02		..
5	Nature_of_Entry	ONLY_hadid02		١
5	New_Serial_No	ONLY_hadid02		""""
5	Reference_to_Register_of_Changes_Volume_No	ONLY_hadid02		–
5	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
5	Tax_LP	BOTH_EMPTY		
5	Tax_Mils	BOTH_EMPTY		
5	Total_Tax_LP	BOTH_EMPTY		
5	Total_Tax_Mils	ONLY_som	٦٦٦	
5	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
5	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
5	Reference_to_Register_of_Exemptions_Amount_Mils	ONLY_hadid02		..
5	Net_Assessment_LP	ONLY_hadid02		✓
5	Net_Assessment_Mils	MISMATCH	٦٦٦	.
5	Remarks	BOTH_EMPTY		
6	Serial_No	ONLY_hadid02		""""
6	Date	ONLY_hadid02		٩٤ /١
6	Property_recorded_under_Block_No	ONLY_hadid02		✓
6	Property_recorded_under_Parcel_No	BOTH_EMPTY		
6	Parcel_Cat_No	BOTH_EMPTY		
6	Parcel_Area	ONLY_hadid02		٠
6	Nature_of_Entry	ONLY_hadid02		..
6	New_Serial_No	ONLY_hadid02		..
6	Reference_to_Register_of_Changes_Volume_No	MISMATCH	غزة صلب	..
6	Reference_to_Register_of_Changes_Serial_No	ONLY_hadid02		..
6	Tax_LP	BOTH_EMPTY		
6	Tax_Mils	BOTH_EMPTY		
6	Total_Tax_LP	BOTH_EMPTY		
6	Total_Tax_Mils	BOTH_EMPTY		
6	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
6	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
6	Reference_to_Register_of_Exemptions_Amount_Mils	ONLY_hadid02		٠
6	Net_Assessment_LP	MISMATCH	١	–
6	Net_Assessment_Mils	ONLY_som	٩٩٨	
6	Remarks	BOTH_EMPTY		
7	Serial_No	ONLY_hadid02		"""ة٩"
7	Date	ONLY_hadid02		..
7	Property_recorded_under_Block_No	BOTH_EMPTY		
7	Property_recorded_under_Parcel_No	ONLY_hadid02		""""
7	Parcel_Cat_No	BOTH_EMPTY		
7	Parcel_Area	ONLY_hadid02		..
7	Nature_of_Entry	BOTH_EMPTY		
7	New_Serial_No	ONLY_hadid02		١٦
7	Reference_to_Register_of_Changes_Volume_No	ONLY_hadid02		✓
7	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
7	Tax_LP	BOTH_EMPTY		
7	Tax_Mils	BOTH_EMPTY		
7	Total_Tax_LP	ONLY_hadid02		١
7	Total_Tax_Mils	ONLY_hadid02		٦
7	Reference_to_Register_of_Exemptions_Entry_No	BOTH_EMPTY		
7	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
7	Reference_to_Register_of_Exemptions_Amount_Mils	ONLY_hadid02		..
7	Net_Assessment_LP	MISMATCH	٢	..
7	Net_Assessment_Mils	MISMATCH	٦٦٤	٦٠
7	Remarks	BOTH_EMPTY		
8	Serial_No	ONLY_hadid02		✓
8	Date	MISMATCH	٩٤٦/٩٤٥	.
8	Property_recorded_under_Block_No	BOTH_EMPTY		
8	Property_recorded_under_Parcel_No	ONLY_hadid02		١٥
8	Parcel_Cat_No	ONLY_hadid02		✓
8	Parcel_Area	ONLY_hadid02		١
8	Nature_of_Entry	ONLY_hadid02		.
8	New_Serial_No	ONLY_hadid02		.
8	Reference_to_Register_of_Changes_Volume_No	ONLY_hadid02		..
8	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
8	Tax_LP	BOTH_EMPTY		
8	Tax_Mils	BOTH_EMPTY		
8	Total_Tax_LP	BOTH_EMPTY		
8	Total_Tax_Mils	ONLY_hadid02		..
8	Reference_to_Register_of_Exemptions_Entry_No	ONLY_hadid02		..
8	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
8	Reference_to_Register_of_Exemptions_Amount_Mils	ONLY_hadid02		..
8	Net_Assessment_LP	ONLY_hadid02		١
8	Net_Assessment_Mils	ONLY_hadid02		""""
8	Remarks	BOTH_EMPTY		
9	Serial_No	BOTH_EMPTY		
9	Date	ONLY_hadid02		٩٦ ٩
9	Property_recorded_under_Block_No	ONLY_hadid02		✓
9	Property_recorded_under_Parcel_No	ONLY_hadid02		٣
9	Parcel_Cat_No	BOTH_EMPTY		
9	Parcel_Area	ONLY_hadid02		✓.
9	Nature_of_Entry	ONLY_hadid02		..
9	New_Serial_No	ONLY_hadid02		-
9	Reference_to_Register_of_Changes_Volume_No	BOTH_EMPTY		
9	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
9	Tax_LP	BOTH_EMPTY		
9	Tax_Mils	ONLY_hadid02		..
9	Total_Tax_LP	BOTH_EMPTY		
9	Total_Tax_Mils	MISMATCH	٦٦٦	٠
9	Reference_to_Register_of_Exemptions_Entry_No	ONLY_hadid02		–
9	Reference_to_Register_of_Exemptions_Amount_LP	BOTH_EMPTY		
9	Reference_to_Register_of_Exemptions_Amount_Mils	ONLY_hadid02		–
9	Net_Assessment_LP	ONLY_hadid02		-
9	Net_Assessment_Mils	MISMATCH	٦٦٦	–
9	Remarks	BOTH_EMPTY		
10	Serial_No	BOTH_EMPTY		
10	Date	ONLY_hadid02		١
10	Property_recorded_under_Block_No	BOTH_EMPTY		
10	Property_recorded_under_Parcel_No	ONLY_hadid02		٣
10	Parcel_Cat_No	BOTH_EMPTY		
10	Parcel_Area	MISMATCH	اضرب	.
10	Nature_of_Entry	ONLY_hadid02		-
10	New_Serial_No	ONLY_hadid02		✓
10	Reference_to_Register_of_Changes_Volume_No	ONLY_hadid02		..
10	Reference_to_Register_of_Changes_Serial_No	BOTH_EMPTY		
10	Tax_LP	BOTH_EMPTY		
10	Tax_Mils	ONLY_hadid02		..
