docId	label	pageNr	imgName	line_id	before	after
15829823	Hadita-Processed (live GT)	3	Hadita_3.jpeg	line_taxpayer_name	 احمد محمد حسن عيد	احمد محمد حسن عيد
15829823	Hadita-Processed (live GT)	3	Hadita_3.jpeg	line_cell_r1_c6	״	"
15829823	Hadita-Processed (live GT)	3	Hadita_3.jpeg	line_cell_r2_c6	״	"
15829823	Hadita-Processed (live GT)	3	Hadita_3.jpeg	line_cell_r3_c6	״	"
15829823	Hadita-Processed (live GT)	3	Hadita_3.jpeg	line_cell_r4_c6	״	"
15829823	Hadita-Processed (live GT)	3	Hadita_3.jpeg	line_cell_r5_c6	״	"
15829823	Hadita-Processed (live GT)	3	Hadita_3.jpeg	line_cell_r6_c6	״	"
15829823	Hadita-Processed (live GT)	3	Hadita_3.jpeg	line_cell_r7_c6	״	"
15829823	Hadita-Processed (live GT)	3	Hadita_3.jpeg	line_cell_r8_c6	״	"
15829823	Hadita-Processed (live GT)	3	Hadita_3.jpeg	line_cell_r9_c6	״	"
15829823	Hadita-Processed (live GT)	3	Hadita_3.jpeg	line_cell_r10_c6	״	"
15829823	Hadita-Processed (live GT)	3	Hadita_3.jpeg	line_cell_r11_c6	״	"
15829823	Hadita-Processed (live GT)	3	Hadita_3.jpeg	line_cell_r12_c6	״	"
15829823	Hadita-Processed (live GT)	3	Hadita_3.jpeg	line_cell_r13_c6	״	"
15829823	Hadita-Processed (live GT)	3	Hadita_3.jpeg	line_cell_r14_c6	״	"
15829823	Hadita-Processed (live GT)	3	Hadita_3.jpeg	line_cell_r15_c6	״	"
15829823	Hadita-Processed (live GT)	3	Hadita_3.jpeg	line_cell_r16_c6	״	"
15829823	Hadita-Processed (live GT)	3	Hadita_3.jpeg	line_cell_r17_c6	״	"
15829823	Hadita-Processed (live GT)	3	Hadita_3.jpeg	line_cell_r18_c6	״	"
15829823	Hadita-Processed (live GT)	3	Hadita_3.jpeg	line_cell_r19_c6	״	"
15829823	Hadita-Processed (live GT)	3	Hadita_3.jpeg	line_cell_r20_c6	״	"
15829823	Hadita-Processed (live GT)	3	Hadita_3.jpeg	line_cell_r21_c6	״	"
15829823	Hadita-Processed (live GT)	3	Hadita_3.jpeg	line_cell_r22_c6	״	"
15829823	Hadita-Processed (live GT)	3	Hadita_3.jpeg	line_cell_r23_c6	״	"
15829823	Hadita-Processed (live GT)	3	Hadita_3.jpeg	line_cell_r24_c6	״	"
15829823	Hadita-Processed (live GT)	3	Hadita_3.jpeg	line_cell_r25_c6	״	"
15829823	Hadita-Processed (live GT)	3	Hadita_3.jpeg	line_cell_r26_c6	״	"
15829823	Hadita-Processed (live GT)	3	Hadita_3.jpeg	line_cell_r27_c6	״	"
15829823	Hadita-Processed (live GT)	3	Hadita_3.jpeg	line_cell_r28_c6	״	"
15829823	Hadita-Processed (live GT)	3	Hadita_3.jpeg	line_cell_r29_c6	״	"
15829823	Hadita-Processed (live GT)	3	Hadita_3.jpeg	line_cell_r30_c6	״	"
15829823	Hadita-Processed (live GT)	3	Hadita_3.jpeg	line_cell_r31_c6	״	"
15829823	Hadita-Processed (live GT)	3	Hadita_3.jpeg	line_cell_r32_c6	״	"
15829823	Hadita-Processed (live GT)	4	Hadita_4.jpeg	line_taxpayer_name	 احمد محمد حسن عيد	احمد محمد حسن عيد
15829823	Hadita-Processed (live GT)	4	Hadita_4.jpeg	line_cell_r0_c10	✓ ٥ 	✓ ٥
15829823	Hadita-Processed (live GT)	4	Hadita_4.jpeg	line_cell_r4_c1	"		"
15829823	Hadita-Processed (live GT)	5	Hadita_5.jpeg	line_cell_r20_c6	من تسلسل ٧٤ 	من تسلسل ٧٤
15829823	Hadita-Processed (live GT)	6	Hadita_6.jpeg	line_cell_r4_c10	✓_	✓-
15829823	Hadita-Processed (live GT)	6	Hadita_6.jpeg	line_cell_r5_c10	✓_	✓-
15829823	Hadita-Processed (live GT)	6	Hadita_6.jpeg	line_cell_r12_c11	_	-
15829823	Hadita-Processed (live GT)	6	Hadita_6.jpeg	line_cell_r16_c10	_	-
15829823	Hadita-Processed (live GT)	6	Hadita_6.jpeg	line_cell_r20_c10	_	-
15829823	Hadita-Processed (live GT)	6	Hadita_6.jpeg	line_cell_r23_c11	__	--
15829823	Hadita-Processed (live GT)	6	Hadita_6.jpeg	line_cell_r26_c11	__	--
15829823	Hadita-Processed (live GT)	9	Hadita_9.jpeg	line_cell_r0_c9	_	-
15829823	Hadita-Processed (live GT)	9	Hadita_9.jpeg	line_cell_r0_c10	–	-
15829823	Hadita-Processed (live GT)	9	Hadita_9.jpeg	line_cell_r0_c11	–	-
15829823	Hadita-Processed (live GT)	9	Hadita_9.jpeg	line_cell_r0_c15	_	-
15829823	Hadita-Processed (live GT)	9	Hadita_9.jpeg	line_cell_r0_c16	_	-
15829823	Hadita-Processed (live GT)	9	Hadita_9.jpeg	line_cell_r0_c17	–	-
15829823	Hadita-Processed (live GT)	9	Hadita_9.jpeg	line_cell_r0_c18	–	-
15829823	Hadita-Processed (live GT)	9	Hadita_9.jpeg	line_cell_r1_c9	_	-
15829823	Hadita-Processed (live GT)	9	Hadita_9.jpeg	line_cell_r1_c10	–	-
15829823	Hadita-Processed (live GT)	9	Hadita_9.jpeg	line_cell_r1_c11	–	-
15829823	Hadita-Processed (live GT)	9	Hadita_9.jpeg	line_cell_r2_c9	_	-
15829823	Hadita-Processed (live GT)	9	Hadita_9.jpeg	line_cell_r2_c10	–	-
15829823	Hadita-Processed (live GT)	9	Hadita_9.jpeg	line_cell_r2_c11	–	-
15829823	Hadita-Processed (live GT)	9	Hadita_9.jpeg	line_cell_r4_c12	–	-
15829823	Hadita-Processed (live GT)	9	Hadita_9.jpeg	line_cell_r4_c17	–	-
15829823	Hadita-Processed (live GT)	9	Hadita_9.jpeg	line_cell_r5_c10	–	-
15829823	Hadita-Processed (live GT)	9	Hadita_9.jpeg	line_cell_r5_c12	–	-
15829823	Hadita-Processed (live GT)	9	Hadita_9.jpeg	line_cell_r5_c17	–	-
15829823	Hadita-Processed (live GT)	9	Hadita_9.jpeg	line_cell_r6_c12	–	-
15829823	Hadita-Processed (live GT)	9	Hadita_9.jpeg	line_cell_r6_c17	–	-
15829823	Hadita-Processed (live GT)	9	Hadita_9.jpeg	line_cell_r7_c12	–	-
15829823	Hadita-Processed (live GT)	9	Hadita_9.jpeg	line_cell_r7_c17	–	-
15829823	Hadita-Processed (live GT)	9	Hadita_9.jpeg	line_cell_r8_c12	–	-
15829823	Hadita-Processed (live GT)	9	Hadita_9.jpeg	line_cell_r8_c17	–	-
15829823	Hadita-Processed (live GT)	9	Hadita_9.jpeg	line_cell_r9_c12	–	-
15829823	Hadita-Processed (live GT)	9	Hadita_9.jpeg	line_cell_r9_c17	–	-
15829823	Hadita-Processed (live GT)	9	Hadita_9.jpeg	line_cell_r10_c12	–	-
15829823	Hadita-Processed (live GT)	9	Hadita_9.jpeg	line_cell_r10_c17	–	-
15829823	Hadita-Processed (live GT)	9	Hadita_9.jpeg	line_cell_r12_c12	–	-
15829823	Hadita-Processed (live GT)	9	Hadita_9.jpeg	line_cell_r12_c17	–	-
15829823	Hadita-Processed (live GT)	9	Hadita_9.jpeg	line_cell_r15_c12	–	-
15829823	Hadita-Processed (live GT)	9	Hadita_9.jpeg	line_cell_r15_c17	–	-
15829823	Hadita-Processed (live GT)	9	Hadita_9.jpeg	line_cell_r18_c12	–	-
15829823	Hadita-Processed (live GT)	9	Hadita_9.jpeg	line_cell_r18_c17	–	-
15829823	Hadita-Processed (live GT)	10	Hadita_10.jpeg	line_cell_r0_c15	_	-
15829823	Hadita-Processed (live GT)	10	Hadita_10.jpeg	line_cell_r0_c16	_	-
15829823	Hadita-Processed (live GT)	10	Hadita_10.jpeg	line_cell_r20_c1	٩٤٦ / ٤٧ 	٩٤٦ / ٤٧
